"","Means_dim0_birth","Means_dim0_death","sd_dim0_birth"
"187",0,Inf,0
"188",0,Inf,0
"189",0,Inf,0
"190",0,Inf,0
"191",0,Inf,0
"192",0,Inf,0
"193",0,Inf,0
"194",0,Inf,0
"195",0,Inf,0
"196",0,Inf,0
"197",0,Inf,0
"198",0,Inf,0
"199",0,Inf,0
"200",0,Inf,0
"201",0,Inf,0
"202",0,Inf,0
"203",0,Inf,0
"204",0,Inf,0
"205",0,Inf,0
"206",0,Inf,0
"207",0,Inf,0
"208",0,Inf,0
"209",0,Inf,0
"210",0,Inf,0
"211",0,Inf,0
"212",0,Inf,0
"213",0,Inf,0
"214",0,Inf,0
"215",0,Inf,0
"216",0,Inf,0
"217",0,Inf,0
"218",0,Inf,0
"219",0,Inf,0
"220",0,Inf,0
"221",0,Inf,0
"222",0,Inf,0
"223",0,Inf,0
"224",0,Inf,0
"225",0,Inf,0
"226",0,Inf,0
"227",0,Inf,0
"228",0,Inf,0
"229",0,Inf,0
"230",0,Inf,0
"231",0,Inf,0
"232",0,Inf,0
"233",0,Inf,0
"234",0,Inf,0
"235",0,Inf,0
"236",0,Inf,0
"237",0,Inf,0
"238",0,Inf,0
"239",0,Inf,0
"240",0,Inf,0
"241",0,Inf,0
"242",0,Inf,0
"243",0,Inf,0
"244",0,Inf,0
"245",0,Inf,0
"246",0,Inf,0
"247",0,Inf,0
"248",0,Inf,0
"249",0,Inf,0
"250",0,Inf,0
"251",0,Inf,0
"252",0,Inf,0
"253",0,Inf,0
"254",0,Inf,0
"255",0,Inf,0
"256",0,Inf,0
"257",0,Inf,0
"258",0,Inf,0
"259",0,Inf,0
"260",0,Inf,0
"261",0,Inf,0
"262",0,Inf,0
"263",0,Inf,0
"264",0,Inf,0
"265",0,Inf,0
"266",0,Inf,0
"267",0,Inf,0
"268",0,Inf,0
"269",0,Inf,0
"270",0,Inf,0
"271",0,Inf,0
"272",0,Inf,0
"273",0,Inf,0
"274",0,Inf,0
"275",0,Inf,0
"276",0,Inf,0
"277",0,Inf,0
"278",0,Inf,0
"279",0,Inf,0
"280",0,Inf,0
"281",0,Inf,0
"282",0,Inf,0
"283",0,Inf,0
"284",0,Inf,0
"285",0,Inf,0
"286",0,Inf,0
"287",0,Inf,0
"288",0,Inf,0
"289",0,Inf,0
"290",0,Inf,0
"291",0,Inf,0
"292",0,Inf,0
"293",0,Inf,0
"294",0,Inf,0
"295",0,Inf,0
"296",0,Inf,0
"297",0,Inf,0
"298",0,Inf,0
"299",0,Inf,0
"300",0,Inf,0
"301",0,Inf,0
"302",0,Inf,0
"303",0,Inf,0
"304",0,Inf,0
"305",0,Inf,0
"306",0,Inf,0
"307",0,Inf,0
"308",0,Inf,0
"309",0,Inf,0
"310",0,Inf,0
"311",0,Inf,0
"312",0,Inf,0
"313",0,Inf,0
"314",0,Inf,0
"315",0,Inf,0
"316",0,Inf,0
"317",0,Inf,0
"318",0,Inf,0
"319",0,Inf,0
"320",0,Inf,0
"321",0,Inf,0
"322",0,Inf,0
"323",0,Inf,0
"324",0,Inf,0
"325",0,Inf,0
"326",0,Inf,0
"327",0,Inf,0
"328",0,Inf,0
"329",0,Inf,0
"330",0,Inf,0
"331",0,Inf,0
"332",0,Inf,0
"333",0,Inf,0
"334",0,Inf,0
"335",0,Inf,0
"336",0,Inf,0
"337",0,Inf,0
"338",0,Inf,0
"339",0,Inf,0
"340",0,Inf,0
"341",0,Inf,0
"342",0,Inf,0
"343",0,Inf,0
"344",0,Inf,0
"345",0,Inf,0
"346",0,Inf,0
"347",0,Inf,0
"348",0,Inf,0
"349",0,Inf,0
"350",0,Inf,0
"351",0,Inf,0
"352",0,Inf,0
"353",0,Inf,0
"354",0,Inf,0
"355",0,Inf,0
"356",0,Inf,0
"357",0,Inf,0
"358",0,Inf,0
"359",0,Inf,0
"360",0,Inf,0
"361",0,Inf,0
"362",0,Inf,0
"363",0,Inf,0
"364",0,Inf,0
"365",0,Inf,0
"366",0,Inf,0
"367",0,Inf,0
"368",0,Inf,0
"369",0,Inf,0
"370",0,Inf,0
"371",0,Inf,0
"372",0,Inf,0
"373",0,Inf,0
"374",0,Inf,0
"375",0,Inf,0
"376",0,Inf,0
"377",0,Inf,0
"378",0,Inf,0
"379",0,Inf,0
"380",0,Inf,0
"381",0,Inf,0
"382",0,Inf,0
"383",0,Inf,0
"384",0,Inf,0
"385",0,Inf,0
"386",0,Inf,0
"387",0,Inf,0
"388",0,Inf,0
"389",0,Inf,0
"390",0,Inf,0
"391",0,Inf,0
"392",0,Inf,0
"393",0,Inf,0
"394",0,Inf,0
"395",0,Inf,0
"396",0,Inf,0
"397",0,Inf,0
"398",0,Inf,0
"399",0,Inf,0
"400",0,Inf,0
"401",0,Inf,0
"402",0,Inf,0
"403",0,Inf,0
"404",0,Inf,0
"405",0,Inf,0
"406",0,Inf,0
"407",0,Inf,0
"408",0,Inf,0
"409",0,Inf,0
"410",0,Inf,0
"411",0,Inf,0
"412",0,Inf,0
"413",0,Inf,0
"414",0,Inf,0
"415",0,Inf,0
"416",0,Inf,0
"417",0,Inf,0
"418",0,Inf,0
"419",0,Inf,0
"420",0,Inf,0
"421",0,Inf,0
"422",0,Inf,0
"423",0,Inf,0
"424",0,Inf,0
"425",0,Inf,0
"426",0,Inf,0
"427",0,Inf,0
"428",0,Inf,0
"429",0,Inf,0
"430",0,Inf,0
"431",0,Inf,0
"432",0,Inf,0
"433",0,Inf,0
"434",0,Inf,0
"435",0,Inf,0
"436",0,Inf,0
"437",0,Inf,0
"438",0,Inf,0
"439",0,Inf,0
"440",0,Inf,0
"441",0,Inf,0
"442",0,Inf,0
"443",0,Inf,0
"444",0,Inf,0
"445",0,Inf,0
"446",0,Inf,0
"447",0,Inf,0
"448",0,Inf,0
"449",0,Inf,0
"450",0,Inf,0
"451",0,Inf,0
"452",0,Inf,0
"453",0,Inf,0
"454",0,Inf,0
"455",0,Inf,0
"456",0,Inf,0
"457",0,Inf,0
"458",0,Inf,0
"459",0,Inf,0
"460",0,Inf,0
"461",0,Inf,0
"462",0,Inf,0
"463",0,Inf,0
"464",0,Inf,0
"465",0,Inf,0
"466",0,Inf,0
"467",0,Inf,0
"468",0,Inf,0
"469",0,Inf,0
"470",0,Inf,0
"471",0,Inf,0
"472",0,Inf,0
"473",0,Inf,0
"474",0,Inf,0
"475",0,Inf,0
"476",0,Inf,0
"477",0,Inf,0
"478",0,Inf,0
"479",0,Inf,0
"480",0,Inf,0
"481",0,Inf,0
"482",0,Inf,0
"483",0,Inf,0
"484",0,Inf,0
"485",0,Inf,0
"486",0,Inf,0
"487",0,Inf,0
"488",0,Inf,0
"489",0,Inf,0
"490",0,Inf,0
"491",0,Inf,0
"492",0,Inf,0
"493",0,Inf,0
"494",0,Inf,0
"495",0,Inf,0
"496",0,Inf,0
"497",0,Inf,0
"498",0,Inf,0
"499",0,Inf,0
"500",0,Inf,0
"501",0,Inf,0
"502",0,Inf,0
"503",0,Inf,0
"504",0,Inf,0
"505",0,Inf,0
"506",0,Inf,0
"507",0,Inf,0
"508",0,Inf,0
"509",0,Inf,0
"510",0,Inf,0
"511",0,Inf,0
"512",0,Inf,0
"513",0,Inf,0
"514",0,Inf,0
"515",0,Inf,0
"516",0,Inf,0
"517",0,Inf,0
"518",0,Inf,0
"519",0,Inf,0
"520",0,Inf,0
"521",0,Inf,0
"522",0,Inf,0
"523",0,Inf,0
"524",0,Inf,0
"525",0,Inf,0
"526",0,Inf,0
"527",0,Inf,0
"528",0,Inf,0
"529",0,Inf,0
"530",0,Inf,0
"531",0,Inf,0
"532",0,Inf,0
"533",0,Inf,0
"534",0,Inf,0
"535",0,Inf,0
"536",0,Inf,0
"537",0,Inf,0
"538",0,Inf,0
"539",0,Inf,0
"540",0,Inf,0
"541",0,Inf,0
"542",0,Inf,0
"543",0,Inf,0
"544",0,Inf,0
"545",0,Inf,0
"546",0,Inf,0
"547",0,Inf,0
"548",0,Inf,0
"549",0,Inf,0
"550",0,Inf,0
"551",0,Inf,0
"552",0,Inf,0
"553",0,Inf,0
"554",0,Inf,0
"555",0,Inf,0
"556",0,Inf,0
"557",0,Inf,0
"558",0,Inf,0
"559",0,Inf,0
"560",0,Inf,0
"561",0,Inf,0
"562",0,Inf,0
"563",0,Inf,0
"564",0,Inf,0
"565",0,Inf,0
"566",0,Inf,0
"567",0,Inf,0
"568",0,Inf,0
"569",0,Inf,0
"570",0,Inf,0
"571",0,Inf,0
"572",0,Inf,0
"573",0,Inf,0
"574",0,Inf,0
"575",0,Inf,0
"576",0,Inf,0
"577",0,Inf,0
"578",0,Inf,0
"579",0,Inf,0
"580",0,Inf,0
"581",0,Inf,0
"582",0,Inf,0
"583",0,Inf,0
"584",0,Inf,0
"585",0,Inf,0
"586",0,Inf,0
"587",0,Inf,0
"588",0,Inf,0
"589",0,Inf,0
"590",0,Inf,0
"591",0,Inf,0
"592",0,Inf,0
"593",0,Inf,0
"594",0,Inf,0
"595",0,Inf,0
"596",0,Inf,0
"597",0,Inf,0
"598",0,Inf,0
"599",0,Inf,0
"600",0,Inf,0
