,avg_dist_dim1,avg_dist_dim2,sd_dist_dim1,sd_dist_dim2
44,0.090146697,0.006661394,0.035536418,0.035536418
45,0.059381053,0.017695564,0.059695392,0.059695392
46,0.060487869,0.00847806,0.072056757,0.072056757
47,0.009526736,0.002417483,0.010405605,0.010405605
48,0.05492493,0.012128897,0.055960654,0.055960654
49,0.017482884,0.008863034,0.017054625,0.017054625
50,0.135721727,0.021942303,0.222598751,0.222598751
51,0.060247593,0.01099341,0.080449038,0.080449038
52,0.054809111,0.011398269,0.044377983,0.044377983
53,0.021422475,0.008813213,0.020350565,0.020350565
54,0.055751649,0.010448345,0.132651929,0.132651929
55,0.076813593,0.014468948,0.175965624,0.175965624
56,0.046713176,0.020511681,0.110045949,0.110045949
57,0.060833602,0.017707347,0.095846523,0.095846523
58,0.018971162,0.006435721,0.017863318,0.017863318
59,0.066515327,0.007770882,0.054952758,0.054952758
60,0.037142278,0.005732048,0.038333394,0.038333394
61,0.051125684,0.020431696,0.05719334,0.05719334
62,0.020365676,0.006512416,0.033622835,0.033622835
63,0.034382896,0.006093872,0.039297668,0.039297668
64,0.017774865,0.005361349,0.013201158,0.013201158
65,0.026429114,0.009387691,0.028644331,0.028644331
66,0.026749077,0.009660202,0.026489761,0.026489761
67,0.0438239,0.01184218,0.038798772,0.038798772
68,0.039957465,0.008874235,0.035096279,0.035096279
69,0.021602741,0.00495038,0.033970794,0.033970794
70,0.028782889,400,0.039407626,500
71,0.063830695,0.018981293,0.062346367,0.062346367
72,0.058452172,0.021855275,0.087083074,0.087083074
73,0.043004579,0.013747552,0.050568019,0.050568019
74,0.026010968,0.01375708,0.034289205,0.034289205
75,0.119235391,0.015297731,0.120455961,0.120455961
76,0.02900723,0.008321438,0.02678809,0.02678809
77,0.045888375,0.022817844,0.065686282,0.065686282
78,0.181053542,0.085665014,0.145264411,0.145264411
79,0.027877772,0.009342216,0.025363918,0.025363918
80,0.028979841,0.00787578,0.032862462,0.032862462
81,0.034077044,0.010996303,0.039528228,0.039528228
82,0.062441617,0.00728095,0.06565992,0.06565992
83,0.026697756,0.007728798,0.025708265,0.025708265
84,0.020481919,0.005592529,0.022802869,0.022802869
85,0.073182887,0.016489041,0.12324743,0.12324743
86,0.014991053,0.004528678,0.015093743,0.015093743
87,0.043258273,0.014518569,0.049879283,0.049879283
88,0.057313729,0.015441797,0.043069318,0.043069318
89,0.049340506,0.021489509,0.065729075,0.065729075
90,0.063750085,0.012776219,0.056777293,0.056777293
91,0.015321305,0.010509461,0.015390566,0.015390566
92,0.128064663,0.027068209,0.103789118,0.103789118
93,0.026120984,0.009493919,0.033646757,0.033646757
94,0.059320496,0.016303845,0.061814283,0.061814283
95,0.039931981,0.008304216,0.035331211,0.035331211
96,0.016695238,0.002921869,0.012980678,0.012980678
97,0.017529873,0.00513555,0.022266677,0.022266677
98,0.046361336,0.015581709,0.049899645,0.049899645
99,0.05861013,0.005084316,0.071103025,0.071103025
100,0.034344077,0.003689164,0.041523225,0.041523225
101,0.047066542,0.013422683,0.044032515,0.044032515
102,0.03121953,0.016683794,0.033651093,0.033651093
103,0.024689667,0.005713049,0.030593438,0.030593438
104,0.017441035,0.004946309,0.020822569,0.020822569
105,0.070870801,0.00835743,0.084384029,0.084384029
106,0.109811704,0.004967083,0.123588885,0.123588885
107,0.063154518,0.021480339,0.054827451,0.054827451
108,0.028169852,0.005062506,0.029298069,0.029298069
109,0.063102656,0.011619879,0.05118502,0.05118502
110,0.042178993,0.002115993,0.047369366,0.047369366
111,0.054070839,0.023761043,0.06337328,0.06337328
112,0.034895538,0.008715816,0.03575505,0.03575505
113,0.032752377,0.014112618,0.056444797,0.056444797
114,0.034232994,0.009277288,0.049510869,0.049510869
115,0.04699006,0.009961033,0.041990179,0.041990179
116,0.030731866,0.011865233,0.029909952,0.029909952
117,0.014304036,0.006296927,0.013117836,0.013117836
118,0.034387494,0.004948661,0.037978328,0.037978328
119,0.07528178,0.007920819,0.084970562,0.084970562
120,0.019046471,0.007009075,0.017720837,0.017720837
121,0.031289737,0.006769149,0.028712959,0.028712959
122,0.073364391,0.00634582,0.092226093,0.092226093
123,0.063469617,0.004607778,0.049253491,0.049253491
124,0.043103524,0.012544296,0.041078981,0.041078981
125,0.03488503,0.014615685,0.046741235,0.046741235
126,0.032128507,0.006598443,0.036138409,0.036138409
127,0.035208694,0.006181489,0.042314744,0.042314744
128,0.030069785,0.009001109,0.038674728,0.038674728
129,0.035877495,0.012450973,0.038937889,0.038937889
130,0.011100287,0.00325484,0.010481349,0.010481349
131,0.015191777,0.003871408,0.013995992,0.013995992
132,0.035060545,0.016690469,0.035947145,0.035947145
133,0.026668742,0.004057355,0.038479359,0.038479359
134,0.023432512,0.005064247,0.024806264,0.024806264
135,0.022727488,0.006418787,0.030802454,0.030802454
136,0.074157846,0.011849308,0.069343062,0.069343062
137,0.071714302,0.017277306,0.073084367,0.073084367
138,0.023153725,0.005699309,0.024877705,0.024877705
139,0.07344292,0.005389224,0.137965036,0.137965036
140,0.018862255,0.008028314,0.025905226,0.025905226
141,0.063311313,0.010232401,0.072777291,0.072777291
142,0.05597682,0.014558397,0.050226344,0.050226344
143,0.016742817,0.004286677,0.014262734,0.014262734
144,0.022241452,0.008514855,0.019878384,0.019878384
145,0.030773562,0.006519567,0.024695955,0.024695955
146,0.042045294,0.008220225,0.029166355,0.029166355
147,0.023351165,0.005459649,0.052558921,0.052558921
148,0.034297966,0.013945971,0.0629284,0.0629284
149,0.041092187,0.008329862,0.039470873,0.039470873
150,0.015610067,0.002929509,0.01943368,0.01943368
151,0.024774543,0.008394847,0.029720155,0.029720155
152,0.017950109,0.005228522,0.023310375,0.023310375
153,0.050619446,0.012737203,0.059897986,0.059897986
154,0.037385961,0.023548747,0.0368452,0.0368452
155,0.067046377,0.014578986,0.066804502,0.066804502
156,0.035161923,0.007932647,0.024880265,0.024880265
157,0.026764522,0.00680288,0.05013699,0.05013699
158,0.050008967,0.010441273,0.059459153,0.059459153
159,0.024199309,0.000956042,0.039866619,0.039866619
160,0.017100943,0.004470116,0.018385346,0.018385346
161,0.02772601,0.00334974,0.028441585,0.028441585
162,0.045209054,0.02486688,0.052694388,0.052694388
163,0.073902266,0.010217424,0.083659836,0.083659836
164,0.023940746,0.010443054,0.066051356,0.066051356
165,0.032817616,0.01040461,0.02975358,0.02975358
166,0.031883019,0.01059318,0.034482669,0.034482669
167,0.031359906,0.010518164,0.031257805,0.031257805
168,0.022207019,0.002755743,0.024886436,0.024886436
169,0.047123706,0.011996472,0.046459632,0.046459632
170,0.045793534,0.006329331,0.051621154,0.051621154
171,0.035712296,0.0118629,0.031956972,0.031956972
172,0.022969559,0.007855482,0.01967598,0.01967598
173,0.044937941,0.007168957,0.049053478,0.049053478
174,0.061423472,0.010007547,0.078814401,0.078814401
175,0.02631877,0.007611024,0.067351177,0.067351177
176,0.029526278,0.009676293,0.03897753,0.03897753
177,0.059180184,0.009675858,0.060219674,0.060219674
178,0.033837605,0.008575909,0.042295357,0.042295357
179,0.018107926,0.00513458,0.016128408,0.016128408
180,0.023439028,0.00576985,0.03075312,0.03075312
181,0.069602772,0.012509136,0.078369027,0.078369027
182,0.027149409,0.008150568,0.028168809,0.028168809
183,0.045901951,0.009689646,0.049464185,0.049464185
184,0.019505225,0.007377886,0.013796193,0.013796193
185,0.030277727,0.008972323,0.032446625,0.032446625
186,0.017419405,0.003065745,0.015018209,0.015018209
187,0.053607045,0.016174343,0.061733205,0.061733205
188,0.024897332,0.007748106,0.028727869,0.028727869
189,0.008439025,0.005072863,0.010147795,0.010147795
190,0.051733648,0.00773725,0.081125969,0.081125969
191,0.024969671,0.005564658,0.042939689,0.042939689
192,0.028257796,0.003414131,0.030664605,0.030664605
193,0.050185265,0.007317624,0.052567114,0.052567114
194,0.054228413,0.010576864,0.062057898,0.062057898
195,0.054066263,0.008762509,0.051250123,0.051250123
196,0.027984069,0.009520727,0.034926868,0.034926868
197,0.023345915,0.00443718,0.022505587,0.022505587
198,0.060090549,0.014826054,0.056154792,0.056154792
199,0.0263526,0.008511123,0.024281039,0.024281039
200,0.018872994,0.006127459,0.021839203,0.021839203
201,0.011291753,0.005758412,0.01248124,0.01248124
202,0.036747194,0.008115449,0.04031884,0.04031884
203,0.028705252,0.006334878,0.02515435,0.02515435
204,0.030231171,400,0.028376251,500
205,0.018319842,0.00672537,0.015405693,0.015405693
206,0.015398784,0.000693372,0.024376444,0.024376444
207,0.056928005,0.008135959,0.057957123,0.057957123
208,0.038257851,0.00907708,0.046443353,0.046443353
209,0.039358718,0.008712712,0.053499733,0.053499733
210,0.021765828,0.004016174,0.023640635,0.023640635
211,0.031954365,0.00712248,0.038748144,0.038748144
212,0.02010401,0.007102566,0.018280371,0.018280371
213,0.086940676,0.014798423,0.094857521,0.094857521
214,0.030957043,0.009225641,0.03007907,0.03007907
215,0.070431821,0.017897253,0.059431617,0.059431617
216,0.047122991,0.016002703,0.039960157,0.039960157
217,0.033569396,0.010730184,0.080731459,0.080731459
218,0.053590634,0.010566737,0.064149126,0.064149126
219,0.023563424,0.009603935,0.060442804,0.060442804
220,0.035961889,0.007489013,0.036710097,0.036710097
221,0.037465071,0.008984866,0.037699021,0.037699021
222,0.043939541,0.014090604,0.039669966,0.039669966
223,0.031894068,0.009005667,0.062656929,0.062656929
224,0.03882812,0.006110593,0.025733006,0.025733006
225,0.040632096,0.014580822,0.032214621,0.032214621
226,0.033798641,0.00860496,0.042821771,0.042821771
227,0.042345226,0.011687145,0.047142659,0.047142659
228,0.022184443,0.006378564,0.020154826,0.020154826
229,0.031408281,0.008719345,0.038406115,0.038406115
230,0.029589784,0.00351075,0.078082556,0.078082556
231,0.031458607,0.009299663,0.029892133,0.029892133
232,0.022734693,0.006849042,0.039242149,0.039242149
233,0.026609878,0.003681059,0.037903535,0.037903535
234,0.031982217,0.006644518,0.035377177,0.035377177
235,0.050717374,0.009303393,0.047729627,0.047729627
236,0.028844675,0.00562456,0.035217805,0.035217805
237,0.051192367,0.012207103,0.045265087,0.045265087
238,0.058094716,0.008297579,0.062761632,0.062761632
239,0.070871287,0.012134778,0.064594698,0.064594698
240,0.02949148,0.010082633,0.028005201,0.028005201
241,0.029576739,0.009119894,0.028143722,0.028143722
242,0.037452086,0.0096329,0.045099829,0.045099829
243,0.037620232,0.006265515,0.052461245,0.052461245
244,0.036500646,0.010213126,0.042767347,0.042767347
245,0.034559708,0.004983985,0.055373951,0.055373951
246,0.042727691,0.006855075,0.035583159,0.035583159
247,0.012667781,0.003110634,0.014650314,0.014650314
248,0.08334097,0.014901789,0.094925822,0.094925822
249,0.030193399,0.009042381,0.046917428,0.046917428
250,0.034695289,0.006299563,0.038401172,0.038401172
251,0.029687481,0.006794625,0.029722745,0.029722745
252,0.081080725,0.011657505,0.096329078,0.096329078
253,0.037175882,0.009491005,0.033883829,0.033883829
254,0.028177098,0.006563959,0.026927193,0.026927193
255,0.015367741,0.005466232,0.021287708,0.021287708
256,0.05962201,0.015649811,0.055484118,0.055484118
257,0.035699093,0.011341546,0.069284568,0.069284568
258,0.028245046,400,0.023006786,500
259,0.07377438,0.016990756,0.075139889,0.075139889
260,0.02639924,0.010269918,0.023736278,0.023736278
261,0.01323798,0.00163072,0.012514512,0.012514512
262,0.048579739,0.01099348,0.049219626,0.049219626
263,0.02182425,0.002340703,0.028739651,0.028739651
264,0.027111998,0.0100591,0.022263087,0.022263087
265,0.053108854,0.010298832,0.047643617,0.047643617
266,0.016516464,0.002511378,0.018153063,0.018153063
267,0.058807457,0.011780646,0.050496547,0.050496547
268,0.015680757,400,0.023552961,500
269,0.031205356,0.009791132,0.03046919,0.03046919
270,0.008412976,0.002808234,0.00761225,0.00761225
271,0.046632557,0.017088627,0.050537042,0.050537042
272,0.034942696,0.008558639,0.034276205,0.034276205
273,0.019349363,0.007586348,0.019529218,0.019529218
274,0.038776502,0.012978831,0.054051871,0.054051871
275,0.043010484,0.023216416,0.062567249,0.062567249
276,0.038896469,0.008561031,0.036498888,0.036498888
277,0.04225717,0.012170865,0.052403477,0.052403477
278,0.024406791,0.008947533,0.033415034,0.033415034
279,0.0611966,0.015476167,0.065268695,0.065268695
280,0.020552088,0.008875279,0.019117433,0.019117433
281,0.046225469,0.004268881,0.044852993,0.044852993
282,0.064669666,0.027457677,0.057687147,0.057687147
283,0.025392858,0.012453955,0.033075894,0.033075894
284,0.018505359,0.005268483,0.027240328,0.027240328
285,0.019659904,0.004465896,0.027561597,0.027561597
286,0.040550664,0.00877863,0.043050057,0.043050057
287,0.015969019,0.027663291,0.022405606,0.022405606
288,0.017158852,0.007121097,0.020171722,0.020171722
289,0.025130989,0.003120056,0.033285182,0.033285182
290,0.068174009,0.017739506,0.052069519,0.052069519
291,0.029432239,0.002405201,0.046908874,0.046908874
292,0.02246942,0.005028806,0.020064055,0.020064055
293,0.101606637,0.015632419,0.094403006,0.094403006
294,0.024005426,0.012665901,0.023911793,0.023911793
295,0.036623501,0.006884583,0.036222942,0.036222942
296,0.029179571,0.009113251,0.026467768,0.026467768
297,0.031346568,0.00641121,0.027994804,0.027994804
298,0.023839047,0.006302552,0.021399503,0.021399503
299,0.025456307,0.003617169,0.019861765,1000
300,0.027447738,0.01157286,0.030698979,0.030698979
301,0.072726768,0.025884359,0.059063362,0.059063362
302,0.025839924,0.005033415,0.03211122,0.03211122
303,0.042970709,0.007961222,0.042884728,0.042884728
304,0.051211926,0.015190766,0.054079423,0.054079423
305,0.005721059,0.006250045,0.006453096,0.006453096
306,0.019641791,0.012527111,0.020538622,0.020538622
307,0.111808858,0.018819058,0.304033743,0.304033743
308,0.038913341,0.028699999,0.045564576,0.045564576
309,0.092576375,0.008589962,0.100483433,0.100483433
310,0.041174211,0.006731986,0.039706147,0.039706147
311,0.034496417,0.015852183,0.032148404,0.032148404
312,0.039000103,0.005620017,0.033622831,0.033622831
313,0.023488814,0.002609867,0.026061203,0.026061203
314,0.035930114,0.010885669,0.035854163,0.035854163
315,0.063081386,0.019795475,0.120702398,0.120702398
316,0.029539596,0.004877284,0.02909422,0.02909422
317,0.025729991,0.011906778,0.036967728,0.036967728
318,0.035293917,0.005886684,0.038488137,0.038488137
319,0.058249492,0.018166347,0.070694469,0.070694469
320,0.04024363,0.011380721,0.035605407,0.035605407
321,0.043405415,0.018200538,0.03882558,0.03882558
322,0.022943232,0.004153853,0.018589237,0.018589237
323,0.011610983,0.004097228,0.015492561,0.015492561
324,0.013974801,0.003071564,0.016190676,0.016190676
325,0.036899591,0.018843339,0.035993249,0.035993249
326,0.065400716,0.022176412,0.05358709,0.05358709
327,0.012658417,0.004221719,0.016703168,0.016703168
328,0.011533804,0.00502771,0.011976638,0.011976638
329,0.012558205,0.002514086,0.007361235,0.007361235
330,0.024311929,0.012534518,0.024200043,0.024200043
331,0.041691639,0.014155828,0.041210937,0.041210937
332,0.093201788,0.019499132,0.121870243,0.121870243
333,0.051447842,0.009768251,0.057266139,0.057266139
334,0.020095319,0.004185811,0.024062886,0.024062886
335,0.031309054,0.012067727,0.033960155,0.033960155
336,0.039603648,0.01192705,0.113163037,0.113163037
337,0.032256211,0.006302934,0.050582868,0.050582868
338,0.039431823,0.013966923,0.05762533,0.05762533
339,0.045339136,0.006028119,0.05401752,0.05401752
340,0.038185412,0.016446796,0.039428287,0.039428287
341,0.025896293,0.007755624,0.021375603,0.021375603
342,0.020170404,0.00186735,0.022194039,0.022194039
343,0.078844262,0.02160402,0.071454551,0.071454551
344,0.010632732,0.002807328,0.011131266,0.011131266
345,0.014346913,0.00309218,0.014982146,0.014982146
346,0.02294516,400,0.022060292,500
347,0.044353837,0.010542299,0.0472705,0.0472705
348,0.027569362,0.006421437,0.046215709,0.046215709
349,0.048046485,0.012050262,0.052612261,0.052612261
350,0.031943204,0.00746531,0.034130446,0.034130446
351,0.097970314,0.017099558,0.098849708,0.098849708
352,0.028937791,0.007439517,0.03063291,0.03063291
353,0.060437258,0.024532977,0.059307416,0.059307416
354,0.063974214,0.010500031,0.074422739,0.074422739
355,0.024922829,0.008630902,0.022075513,0.022075513
356,0.021002899,0.005890598,0.026253715,0.026253715
357,0.032249602,0.00750265,0.044505787,0.044505787
358,0.032822432,0.008373238,0.036547422,0.036547422
359,0.02519448,0.007187482,0.026186452,0.026186452
360,0.046125731,0.009386068,0.058148123,0.058148123
361,0.08389623,0.019022583,0.092973881,0.092973881
362,0.011390712,0.002659642,0.011896868,0.011896868
363,0.061869501,0.019445177,0.054335105,0.054335105
364,0.033465734,0.005738162,0.036213597,0.036213597
365,0.022963251,0.006292115,0.031587038,0.031587038
366,0.040813293,0.008758643,0.05111078,0.05111078
367,0.04058262,0.01649266,0.029607139,0.029607139
368,0.073247914,0.009110372,0.063670425,0.063670425
369,0.030994431,0.00894574,0.038166571,0.038166571
370,0.023079778,0.007906276,0.038359143,0.038359143
371,0.034899231,0.007546231,0.056171666,0.056171666
372,0.017847466,0.003268835,0.013921181,0.013921181
373,0.052308859,0.015993518,0.053956682,0.053956682
374,0.053349034,0.016142185,0.055708128,0.055708128
375,0.051180453,0.009537206,0.052391339,0.052391339
376,0.055032501,0.010102906,0.057012424,0.057012424
377,0.050437545,0.010708563,0.052146886,0.052146886
378,0.055339316,0.0091116,0.047343424,0.047343424
379,0.041926279,0.014760559,0.048470752,0.048470752
380,0.070528076,0.013597905,0.068099328,0.068099328
381,0.038911522,0.014052069,0.030732054,0.030732054
382,0.023651897,0.01033494,0.020675425,0.020675425
383,0.021820465,0.008961785,0.02124406,0.02124406
384,0.01321202,0.002885282,0.01271425,0.01271425
385,0.116334461,0.007950756,0.168693202,0.168693202
386,0.021853706,0.007030086,0.022309953,0.022309953
387,0.065865995,0.009965028,0.065519736,0.065519736
388,0.031830038,0.012322331,0.034859876,0.034859876
389,0.041266062,0.007348545,0.038548962,0.038548962
390,0.024135665,0.008725332,0.023884075,0.023884075
391,0.050451676,0.007503804,0.046194277,0.046194277
392,0.021625955,0.005778086,0.02014696,0.02014696
393,0.047973336,0.006762278,0.048328551,0.048328551
394,0.026150811,0.003628094,0.034301921,0.034301921
395,0.04522147,0.013351604,0.084408484,0.084408484
396,0.053941572,0.011745574,0.064939329,0.064939329
397,0.015547502,0.005253787,0.014879674,0.014879674
398,0.014593945,0.002411872,0.021807633,0.021807633
399,0.042049056,0.010999159,0.045286479,0.045286479
400,0.028465656,0.00577516,0.034323384,0.034323384
401,0.049686959,0.016705598,0.063087391,0.063087391
402,0.038532506,0.008978736,0.032460369,0.032460369
403,0.035627482,0.012245414,0.043414519,0.043414519
404,0.042564711,0.009579623,0.039742275,0.039742275
405,0.027034266,0.009663175,0.024511683,0.024511683
406,0.072390947,0.016407089,0.072372435,0.072372435
407,0.028703942,0.007176347,0.026283983,0.026283983
408,0.009770851,400,0.009410892,500
409,0.03542822,0.008111195,0.034268046,0.034268046
410,0.037347278,0.007641734,0.034355271,0.034355271
411,0.062934574,0.015217078,0.051712524,0.051712524
412,0.047770857,0.013519644,0.062321175,0.062321175
413,0.044028476,0.008580441,0.049416713,0.049416713
414,0.058281476,0.014951654,0.071141201,0.071141201
415,0.053756315,0.020084541,0.063014111,0.063014111
416,0.013744746,0.004558912,0.011899056,0.011899056
417,0.071910673,0.019273647,0.067848852,0.067848852
418,0.063113227,0.010279185,0.066606977,0.066606977
419,0.013838411,0.003556906,0.015555654,0.015555654
420,0.108362676,0.011676463,0.227935168,0.227935168
421,0.009795519,400,0.013709357,500
422,0.073922133,0.008040955,0.069366113,0.069366113
423,0.043124736,0.010327081,0.045285946,0.045285946
424,0.038241901,0.009929043,0.042539954,0.042539954
425,0.081329823,0.014677605,0.088350213,0.088350213
426,0.027206077,0.004046304,0.027301706,0.027301706
427,0.042036935,0.017011407,0.036574957,0.036574957
428,0.034608712,0.007969349,0.035493329,0.035493329
429,0.028688524,0.004322966,0.030958383,0.030958383
430,0.025873836,0.012177362,0.029867426,0.029867426
431,0.026797869,0.007999948,0.026997772,0.026997772
432,0.050266256,0.008996823,0.055999001,0.055999001
433,0.019279833,0.003171828,0.019231393,0.019231393
434,0.035277326,0.007946717,0.042417325,0.042417325
435,0.032772426,0.008141516,0.033609549,0.033609549
436,0.019436263,0.006134935,0.021907581,0.021907581
437,0.033793555,0.007527663,0.043519983,0.043519983
438,0.039508086,0.018095185,0.038705095,0.038705095
439,0.043920234,0.010349391,0.04468453,0.04468453
440,0.019979781,0.003407306,0.020012256,0.020012256
441,0.053494607,0.013759086,0.066313521,0.066313521
442,0.031892122,0.013378452,0.043242828,0.043242828
443,0.036511724,0.007769059,0.037648362,0.037648362
444,0.045853994,0.015821985,0.050517708,0.050517708
445,0.071599666,0.01588078,0.068571502,0.068571502
446,0.067247302,0.015273524,0.063798628,0.063798628
447,0.008445038,0.011128813,0.009399062,0.009399062
448,0.059870041,0.007098962,0.083539405,0.083539405
449,0.047591075,0.009807119,0.043828133,0.043828133
450,0.016020604,0.005658731,0.024951452,0.024951452
451,0.008541535,400,0.01087052,500
452,0.022769628,0.00440406,0.020184634,0.020184634
453,0.051525014,0.008630081,0.070336131,0.070336131
454,0.038498568,0.010224683,0.035220104,0.035220104
455,0.019925938,0.004462764,0.019372954,0.019372954
456,0.09082989,0.026773506,0.065450504,0.065450504
457,0.034356823,0.006883714,0.034471912,0.034471912
458,0.016255379,0.005055509,0.017482621,0.017482621
459,0.007781687,0.002030835,0.01223002,0.01223002
460,0.025620823,0.006465324,0.070285023,0.070285023
461,0.030180696,0.001529172,0.034979197,0.034979197
462,0.011654034,0.002984675,0.01185683,0.01185683
463,0.026146176,0.005083456,0.031429986,0.031429986
464,0.0111473,0.004142667,0.01718229,0.01718229
465,0.080262523,0.02449214,0.065707173,0.065707173
466,0.051723027,0.008269167,0.049820099,0.049820099
467,0.013594636,0.007229149,0.020747188,0.020747188
468,0.033176966,0.003996687,0.045797231,0.045797231
469,0.026435023,0.004226163,0.035268768,0.035268768
470,0.024394615,0.006647298,0.027894147,0.027894147
471,0.025278084,0.006648537,0.026884601,0.026884601
472,0.152347812,0.022917316,0.256690347,0.256690347
473,0.018249948,0.003553545,0.017927213,0.017927213
474,0.039765114,0.008186346,0.105974511,0.105974511
475,0.018959304,0.007035371,0.018866098,0.018866098
476,0.027611992,0.006374204,0.026000082,0.026000082
477,0.06455947,0.010043041,0.056306962,0.056306962
478,0.070494893,0.020221566,0.079426883,0.079426883
479,0.032453224,0.00609788,0.036370723,0.036370723
480,0.040621862,0.012286691,0.037998205,0.037998205
481,0.008414243,0.00136364,0.010108964,0.010108964
482,0.014972688,0.002213618,0.015175014,0.015175014
483,0.016900141,0.005203899,0.016982541,0.016982541
484,0.0343794,0.00860076,0.037251697,0.037251697
485,0.014075272,0.01093049,0.0183533,0.0183533
486,0.047277334,0.009691025,0.050188652,0.050188652
487,0.108033472,0.02910408,0.092014694,0.092014694
488,0.03954561,0.006873205,0.034138069,0.034138069
489,0.031166365,0.007258034,0.025776667,0.025776667
490,0.033515621,0.01796156,0.034862845,0.034862845
491,0.027908546,0.006981079,0.031384214,0.031384214
492,0.043360035,0.014787697,0.046509392,0.046509392
493,0.019983703,0.009471947,0.025495196,0.025495196
494,0.025050861,0.005991893,0.026434619,0.026434619
495,0.034170579,0.004670208,0.033807884,0.033807884
496,0.060324607,0.023316434,0.054404344,0.054404344
497,0.011410831,0.001902063,0.009282725,0.009282725
498,0.027117531,0.003142697,0.045471062,0.045471062
499,0.040273258,0.01228469,0.040363952,0.040363952
500,0.059849408,0.008363413,0.051929633,0.051929633
501,0.035231752,0.010513551,0.032307287,0.032307287
502,0.048770265,0.014304394,0.047468936,0.047468936
503,0.052783829,0.005365385,0.065085671,0.065085671
504,0.058805971,0.009397917,0.109895253,0.109895253
505,0.069103687,0.01707534,0.065201384,0.065201384
506,0.010548243,0.005325249,0.010074769,0.010074769
507,0.029662483,0.00857828,0.033996865,0.033996865
508,0.040319069,0.012955097,0.066105834,0.066105834
509,0.044920456,0.01275707,0.05265083,0.05265083
510,0.030270064,0.007432132,0.035108297,0.035108297
511,0.027097195,0.00278975,0.051458334,0.051458334
512,0.062970819,0.017715303,0.055170624,0.055170624
513,0.082744467,0.013963547,0.080814119,0.080814119
514,0.062324536,0.018215331,0.06185338,0.06185338
515,0.039172742,0.003629885,0.039971449,0.039971449
516,0.014195262,0.003166703,0.022219865,0.022219865
517,0.078385674,0.01330606,0.06986216,0.06986216
518,0.036892784,0.005235757,0.039093215,0.039093215
519,0.050921366,0.017633434,0.061720482,0.061720482
520,0.032977314,0.014547213,0.028138947,0.028138947
521,0.02133978,0.007582018,0.02318465,0.02318465
522,0.00919015,0.003405998,0.00816791,0.00816791
523,0.033762949,0.007750362,0.037342739,0.037342739
524,0.045100383,0.014552767,0.124056291,0.124056291
525,0.035951274,0.007304316,0.050945191,0.050945191
526,0.015151194,0.006039123,0.024377341,0.024377341
527,0.010627544,0.002970701,0.008581088,0.008581088
528,0.053110687,0.010108122,0.046401458,0.046401458
529,0.035285211,0.019376142,0.047569914,0.047569914
530,0.073135974,0.012082419,0.067843332,0.067843332
531,0.036794643,0.01043731,0.039658785,0.039658785
532,0.004921235,0.001453628,0.008814144,0.008814144
533,0.006094729,0.001472909,0.00482161,0.00482161
534,0.025189799,0.005677242,0.030748664,0.030748664
535,0.006893939,0.001797051,0.008616647,0.008616647
536,0.012632084,0.00494121,0.01027093,0.01027093
537,0.034993815,0.02077379,0.055982643,0.055982643
