,Means_dim2_birth,Means_dim2_death,sd_dim2_birth,sd_dim2_death,
193,1.551510592,1.562601175,0.065340418,0.067640862,
194,2.385194974,2.401348556,0.799251669,0.803012389,
195,0.917044215,0.930923811,0.041075421,0.044198266,
196,1.075963495,1.0904519,0.072488438,0.069212082,
197,0.959040092,0.966664468,0.055036821,0.057888767,
198,1.527947188,1.549933628,0.250262105,0.257603513,
199,0.735786376,0.749419597,0.585463297,0.579588169,
200,1.16490067,1.173908186,0.123917892,0.123200363,
201,0.471647153,0.479906499,0.070273664,0.070474506,
202,1.21966164,1.231407864,0.070036209,0.06661936,
203,1.579595888,1.589028641,0.091124637,0.091557564,
204,3.108892679,3.111396074,80,30,
205,0.617894176,0.627839033,0.080491449,0.080204128,
206,1.143392026,1.14518249,0.004955769,0.005142994,
207,1.738151384,1.751095123,1.161322539,1.16047169,
208,1.120607382,1.135422288,0.196323601,0.204042128,
209,1.231754456,1.244336176,0.121262978,0.124110869,
210,0.875677601,0.882792648,0.125995054,0.124593379,
211,0.968751169,0.979288099,0.102625338,0.104953598,
212,0.787447171,0.797759573,0.15601888,0.157128944,
213,2.450840707,2.473385569,0.416102574,0.433138169,
214,1.162971585,1.177127109,0.17529832,0.176809816,
215,1.542118954,1.567931101,0.192818987,0.189597903,
216,0.806254921,0.82969487,0.109115273,0.112817155,
217,1.080047659,1.095672985,0.44261171,0.441183259,
218,1.292818682,1.308275662,0.182769235,0.187782515,
219,1.375457213,1.389885758,0.226580655,0.22905471,
220,0.976244021,0.987393677,0.25608366,0.256012257,
221,0.973108949,0.986108178,0.086279761,0.085424562,
222,0.866314069,0.886676822,0.073234687,0.07617221,
223,1.583695042,1.597011968,0.431789424,0.430723579,
224,0.538743429,0.548024029,0.086838321,0.087520138,
225,1.188911991,1.210496007,0.111019563,0.109438207,
226,1.729624811,1.744339128,0.472468538,0.477817531,
227,1.443367122,1.461172846,0.057700484,0.055854867,
228,0.736786058,0.746442394,0.123319691,0.12325038,
229,0.966302449,0.9805301,0.273599408,0.279354603,
230,1.069497359,1.075495178,0.668081196,0.667167021,
231,0.924591575,0.93815719,0.071321404,0.074175978,
232,0.781327319,0.794727457,0.784531215,0.778079458,
233,0.780418996,0.786113642,0.040047162,0.04297037,
234,0.858789575,0.868589124,0.12735181,0.127512931,
235,1.790898445,1.805738626,0.26452482,0.268996242,
236,0.771153757,0.779520116,0.065189862,0.064859179,
237,1.345641815,1.363555357,0.433406959,0.435819659,
238,1.791444212,1.803855394,0.311721232,0.311891921,
239,1.771918819,1.789585884,0.36521206,0.363162834,
240,0.915772843,0.93020593,0.151487323,0.154142516,
241,1.100349684,1.116041212,0.122819136,0.130053039,
242,1.44361793,1.45832276,0.047431401,0.050824135,
243,1.416902144,1.428154908,0.235034769,0.237288882,
244,1.004051949,1.019012342,0.102773228,0.104562905,
245,0.787351209,0.79459416,0.067562855,0.067605887,
246,0.878068757,0.888360063,0.086153645,0.086760641,
247,0.448452042,0.453115927,0.100651524,0.099862661,
248,2.276676407,2.298506729,0.430649661,0.432648464,
249,0.928471048,0.942478567,0.13657183,0.14063932,
250,0.919888268,0.929720822,0.044540802,0.043552403,
251,1.30451339,1.318743121,0.289035975,0.282888128,
252,1.894621253,1.913646543,0.10925181,0.102089948,
253,1.019056982,1.032934182,0.182416581,0.1840469,
254,0.64003353,0.649509587,0.116408456,0.113991892,
255,0.779571907,0.78802535,0.196216189,0.195658894,
256,1.46797358,1.490657091,0.366339057,0.364813462,
257,1.505364638,1.523111887,0.609859453,0.616454693,
258,1.229466558,1.238635182,80,30,
259,2.427456327,2.452612453,0.193492281,0.19191759,
260,0.688387646,0.703058242,0.065950185,0.068242056,
261,0.664401803,0.668168108,0.158917897,0.158559659,
262,1.411099195,1.427224825,0.213114252,0.207831779,
263,0.882796599,0.8863347,0.060345779,0.060853011,
264,0.662800762,0.677459402,0.081504525,0.08413413,
265,1.146565925,1.161795969,0.097460764,0.093967636,
266,0.534903842,0.540674325,0.306131836,0.305600031,
267,1.167694963,1.185550202,0.092765897,0.091984144,
268,300,300,1000,1000,
269,1.283111922,1.297428087,0.231376325,0.234359123,
270,0.495002806,0.502760082,0.016950926,0.01806792,
271,1.310483631,1.336420363,0.085492496,0.090214252,
272,1.344775977,1.359422663,0.111296404,0.113838924,
273,0.259480264,0.273667812,0.012192466,0.002811938,
274,1.444089511,1.463906341,0.256982048,0.263310158,
275,1.039092536,1.075541926,0.111023651,0.10633199,
276,1.116416028,1.128914017,0.21975153,0.221688678,
277,1.385579081,1.403533748,0.314176339,0.310248811,
278,1.07039091,1.084734304,0.270022578,0.273642583,
279,2.060644358,2.083831899,0.483333053,0.484550771,
280,0.822093168,0.835926208,0.118796756,0.115793619,
281,0.860803796,0.867168357,0.129804545,0.133443331,
282,1.393447773,1.433572475,0.138533881,0.149137561,
283,1.158678693,1.178295218,0.121928882,0.124139715,
284,1.014692227,1.024317582,0.131541119,0.130647431,
285,1.318762823,1.325352386,0.03216347,0.031919233,
286,1.21796111,1.232713143,0.301801034,0.310660897,
287,0.703485755,0.745050891,0.105936635,0.101615347,
288,0.91449307,0.925168874,0.209418649,0.210987294,
289,0.591178122,0.597445637,0.312599797,0.310230255,
290,1.172584864,1.199835319,0.119020749,0.123177936,
291,0.852351149,0.857388337,0.262322579,0.263339604,
292,0.82381589,0.831904251,0.052122415,0.052423932,
293,2.032221493,2.054964125,0.433850202,0.43679209,
294,0.697448211,0.716595071,0.129812657,0.135729623,
295,0.744523849,0.754601218,0.117886133,0.115576621,
296,0.728117253,0.741586989,0.05403394,0.055331978,
297,0.722347556,0.732350465,0.086972059,0.085735162,
298,0.716195072,0.726818509,0.166626709,0.163936998,
299,0.843368709,0.849407107,0.001179269,0.002484515,
300,1.094287375,1.112073736,0.118923944,0.11874984,
301,1.500375051,1.537522927,0.134852849,0.120421988,
302,1.222899169,1.233513206,0.02285949,0.027460953,
303,1.024100604,1.036201699,0.22239825,0.223603339,
304,1.184928961,1.210717779,0.309911003,0.318765046,
305,1.402534667,1.41163891,0.051071045,0.050738989,
306,0.724283269,0.743182392,0.157597614,0.162423751,
307,3.655962195,3.685594901,2.983814685,2.982685579,
308,1.529406643,1.573008637,0.344871107,0.365893182,
309,3.13297907,3.145881231,0.245896838,0.247302759,
310,1.179918661,1.189958551,0.676653875,0.675020106,
311,1.261897234,1.285714665,0.152272101,0.157244146,
312,1.566377802,1.574523335,0.141435591,0.140965282,
313,1.173916882,1.178438796,0.442329306,0.441339282,
314,0.901001959,0.91664579,0.081306049,0.081681366,
315,2.201238644,2.23688528,0.915962197,0.912272025,
316,0.790504396,0.797889071,0.047513276,0.046989857,
317,1.407048429,1.426918557,0.632568025,0.638862998,
318,1.632972501,1.641505908,0.069898921,0.071385459,
319,1.674477575,1.700817521,0.328745899,0.323175911,
320,1.300054038,1.317217181,0.235554858,0.234507669,
321,1.094607011,1.120720694,0.098808268,0.101109025,
322,0.61102663,0.617469161,0.029140508,0.027975235,
323,0.722510406,0.728496863,0.075462191,0.077188146,
324,0.756653321,0.762626863,0.09616849,0.102172809,
325,1.016942848,1.045858498,0.161482754,0.15611851,
326,1.508626043,1.541097313,0.302725535,0.293532369,
327,0.404870379,0.411106508,0.053361461,0.054155631,
328,0.847531196,0.855086124,0.044347982,0.04103342,
329,0.633729691,0.638953575,0.173488165,0.172026853,
330,0.973246176,0.991292169,0.198079576,0.19451012,
331,1.716661414,1.738111865,0.282783837,0.287070773,
332,1.881754877,1.909857775,0.41048781,0.418915616,
333,1.158822119,1.173140929,0.512490671,0.515092409,
334,0.529868763,0.53606392,0.076409062,0.076832862,
335,1.101649994,1.119331116,0.089004747,0.088367228,
336,1.917040091,1.935963526,1.053438922,1.057005037,
337,0.995125588,1.004865008,0.269301031,0.266673681,
338,2.492767848,2.514950541,0.13250613,0.121771649,
339,1.634610277,1.643765948,0.137923447,0.141245656,
340,1.288908601,1.312541313,0.156950097,0.162613497,
341,1.545684662,1.562888309,0.236687969,0.237095005,
342,0.494461903,0.499562311,0.471836107,0.477303509,
343,2.071246582,2.10263533,0.240795073,0.228052965,
344,0.665530885,0.670105125,0.210995864,0.211319787,
345,0.5287017,0.533785523,0.236436808,0.235781067,
346,0.916427851,0.926473439,80,30,
347,0.841203364,0.857654949,0.552776702,0.551465584,
348,1.230935959,1.240916179,0.349170107,0.353299949,
349,1.213883311,1.231201742,0.165551574,0.166793919,
350,1.081802351,1.09269874,0.151160217,0.151616275,
351,1.84697407,1.871465651,0.163439479,0.173138928,
352,1.054080283,1.06665491,0.150266725,0.149076003,
353,1.949872807,1.985993246,0.534991049,0.529723827,
354,1.427901112,1.443864553,0.191185402,0.191408893,
355,0.657127854,0.670060463,0.09290636,0.08879091,
356,0.757579522,0.766559836,0.091590295,0.090362443,
357,1.493960571,1.504714117,0.104972108,0.106729936,
358,1.119436342,1.13203376,0.068079545,0.064671788,
359,1.509957117,1.520837965,0.060888053,0.056164481,
360,1.195024139,1.20853045,0.130330628,0.131625121,
361,1.863514125,1.892192077,0.391920031,0.382343076,
362,0.700442657,0.704736824,0.31344974,0.314265655,
363,1.219643436,1.248279509,0.107088225,0.114585907,
364,0.923325152,0.931995052,0.082261471,0.080824394,
365,1.115382363,1.125617216,0.192248513,0.194949928,
366,1.56596314,1.578826699,0.226746358,0.22956009,
367,1.546692522,1.57104687,0.147475828,0.133342393,
368,2.042294935,2.05875129,1.268266288,1.265019352,
369,1.394329047,1.408705887,1.589572695,1.588263252,
370,0.956183895,0.967807855,0.120583029,0.121609124,
371,2.146952616,2.158116284,2.208391534,2.211186078,
372,0.470096053,0.474885946,0.059750793,0.05963534,
373,2.04647441,2.071260385,0.591399504,0.588645605,
374,1.515675645,1.538858551,0.202645938,0.209732453,
375,1.256088834,1.270344958,0.096369943,0.09379198,
376,1.257602246,1.272111162,0.203912949,0.204517516,
377,1.510100056,1.525613797,0.10672209,0.105956383,
378,1.020860825,1.034228474,0.114976772,0.117929482,
379,1.03186204,1.053142748,0.125369938,0.130065601,
380,1.56987475,1.589637425,0.287506668,0.280041627,
381,1.277391408,1.301118477,0.094705838,0.093607996,
382,0.756886737,0.774266553,0.106042896,0.103297718,
383,1.319896672,1.332763169,0.151755272,0.152086521,
384,1.052389634,1.056963321,0.120552083,0.11952169,
385,1.300824157,1.312407342,0.098549584,0.096940218,
386,0.894709234,0.905242224,0.202678634,0.200557596,
387,1.614295693,1.630108493,0.09901101,0.100618826,
388,0.90861344,0.928103792,0.155019204,0.158128752,
389,1.237710467,1.248588645,0.270699603,0.270178329,
390,0.712654742,0.725242486,0.251150135,0.248257128,
391,1.15510175,1.166089568,0.169232437,0.169407145,
392,0.582475545,0.591043128,0.059883886,0.058650279,
393,1.663618048,1.676127632,0.159924502,0.169257309,
394,0.565846731,0.572002055,0.377790632,0.381414549,
395,2.089517901,2.109217098,1.323441965,1.327099855,
396,1.428436169,1.447329244,0.357482484,0.361383331,
397,0.379160489,0.387546218,0.087836832,0.089601362,
398,1.189291584,1.193119602,0.052757129,0.054277861,
399,1.699110649,1.715396399,0.116647444,0.118512383,
400,1.016617715,1.02534237,0.125534667,0.124837443,
401,1.510547117,1.535075545,0.189744323,0.19110185,
402,1.250851938,1.264587127,0.550637424,0.562362294,
403,1.214940515,1.232767215,0.24917782,0.250553124,
404,0.783845979,0.798786877,0.302849052,0.298241625,
405,0.599850778,0.614005504,0.048292758,0.046220523,
406,2.070060794,2.095987777,0.303146032,0.30446362,
407,0.895770869,0.9061291,0.207809444,0.207573795,
408,0.731384277,0.737802148,80,30,
409,0.881411159,0.893092697,0.088859304,0.087429276,
410,0.982737082,0.993888168,0.091787032,0.090325363,
411,1.21791663,1.239719694,0.116976612,0.122433075,
412,1.105233254,1.124971564,0.471563958,0.469928361,
413,2.007749728,2.023133655,0.392933093,0.392745683,
414,1.682566737,1.704575941,0.386146881,0.38639272,
415,1.975837618,2.008359207,0.636442956,0.64206057,
416,1.408541054,1.418562144,0.139169367,0.14426554,
417,1.471382017,1.499119274,0.089294616,0.09169204,
418,1.239297331,1.254227898,0.0902638,0.086354223,
419,0.919179781,0.925103109,0.076268868,0.075535954,
420,2.600441216,2.631974793,5.352354567,5.437804958,
421,300,300,1000,1000,
422,1.150632362,1.16318834,0.091975264,0.096494697,
423,1.379979177,1.395159991,0.332412775,0.330712889,
424,1.33116079,1.34576669,0.120345316,0.126448261,
425,1.768910205,1.789951815,0.131174826,0.129981881,
426,0.739095435,0.745119822,0.14345829,0.143997692,
427,1.412221901,1.436507079,0.114026381,0.113411916,
428,1.126563382,1.138973809,0.188108281,0.184243501,
429,0.8081115,0.814728912,0.274522732,0.273100552,
430,1.356212811,1.38162912,0.044783775,0.06249367,
431,0.786793071,0.800197069,0.06662682,0.074824395,
432,1.239439309,1.255118728,0.154001823,0.157959947,
433,1.166053681,1.175316023,0.271620844,0.278754396,
434,0.907356982,0.919609433,0.313396507,0.317791912,
435,1.778232813,1.797670994,0.123724812,0.107217244,
436,0.646968546,0.655988463,0.145199562,0.14614713,
437,0.928791496,0.940343594,0.127680664,0.129782031,
438,1.219591483,1.247648586,0.257834922,0.265362175,
439,1.430571533,1.446108665,0.10815602,0.1070508,
440,0.823501264,0.829344332,0.110919093,0.111337229,
441,1.445393131,1.467510768,0.250519951,0.256733622,
442,0.938639625,0.959397603,0.081178531,0.074310367,
443,0.972869304,0.98653456,0.476791344,0.479872892,
444,1.123312435,1.146254821,0.138067714,0.139333858,
445,2.83566225,2.862200799,0.97262185,0.966925741,
446,1.55241973,1.57468938,0.09896802,0.095784942,
447,0.518025684,0.534604108,0.076112804,0.077764044,
448,1.414774824,1.425271347,0.082101984,0.080837165,
449,1.649485656,1.664104025,0.191135774,0.189259338,
450,1.429494986,1.437747728,0.181323688,0.181873395,
451,300,300,1000,1000,
452,0.636483805,0.643237923,0.043001611,0.044117531,
453,1.852462943,1.865742865,0.774313197,0.780101414,
454,0.982023926,0.99778074,0.131951072,0.127765653,
455,0.641224269,0.647773086,0.115735224,0.114738161,
456,1.575655921,1.615063623,0.169319816,0.168290283,
457,1.401132331,1.411079014,0.10424691,0.099277382,
458,0.527075311,0.538144778,0.305389105,0.305482005,
459,1.427280293,1.430214485,0.004857982,0.004540522,
460,1.103737461,1.113502906,0.575297866,0.576840859,
461,0.762508416,0.767660868,0.026027041,0.024295008,
462,0.640158663,0.644818142,0.007028621,0.006960848,
463,0.89832111,0.905869713,0.412240483,0.412907664,
464,0.442874112,0.449145013,0.024558317,0.028210995,
465,2.139148749,2.174243453,0.186783735,0.187066166,
466,1.621464579,1.633536706,0.195396078,0.196797525,
467,0.74868091,0.761462088,0.084211996,0.08132724,
468,0.855993614,0.8675825,0.372359109,0.369947515,
469,1.151589961,1.159040155,0.070340145,0.073052083,
470,0.551010679,0.560924854,0.049545007,0.049861065,
471,1.251974151,1.2666877,0.264145568,0.259807734,
472,2.945937755,2.98449878,2.367173456,2.428713417,
473,0.424675249,0.43029438,0.127046222,0.128292347,
474,1.088850381,1.102528965,0.552137926,0.561673005,
475,0.867134621,0.877418357,0.10399769,0.103333411,
476,0.818506697,0.827823406,0.06411186,0.065274381,
477,1.723731636,1.738722724,0.350551016,0.350161711,
478,1.582100216,1.612785656,0.172626576,0.183431884,
479,1.07799387,1.087156052,0.069226923,0.069259738,
480,1.110588162,1.129018235,0.846708792,0.84411058,
481,0.147329383,0.149992616,0.022621346,0.023312263,
482,0.788489836,0.792382002,0.139064615,0.140265904,
483,0.722914979,0.730694107,0.1168356,0.115905395,
484,0.747389312,0.760365165,0.093033341,0.08897449,
485,1.074357025,1.097266369,0.156017321,0.147678657,
486,0.973435006,0.987988511,0.144994158,0.140552314,
487,2.126569603,2.170369972,0.301433029,0.292817648,
488,1.104837792,1.114880462,0.250722607,0.254285209,
489,0.871842329,0.882430847,0.132176441,0.127746557,
490,1.591788577,1.62045343,1.009374611,1.00423597,
491,1.298982798,1.3090484,0.094259295,0.098716232,
492,1.376088805,1.398049658,0.308907685,0.309263362,
493,0.784735815,0.799198976,0.253531895,0.252588402,
494,0.710860583,0.719589385,0.05655219,0.056033207,
495,0.770443929,0.777825858,0.161636209,0.162677499,
496,1.901162958,1.93539658,0.529066291,0.521093166,
497,0.535174352,0.538435006,0.037895775,0.038105294,
498,1.157763885,1.162760839,0.191860472,0.192866667,
499,1.235877522,1.253712728,0.25334038,0.255453056,
500,1.403548858,1.416047432,0.571436337,0.574738636,
501,1.039788761,1.055021912,0.117493139,0.114311506,
502,1.378380796,1.399716729,0.244934002,0.242570976,
503,1.503560427,1.520709425,0.160190607,0.168227072,
504,2.217587118,2.237422287,0.381712228,0.373109301,
505,1.588275365,1.612905428,0.25770568,0.253314725,
506,0.333441002,0.341353145,0.043699698,0.045318571,
507,0.833046954,0.845318953,0.065625079,0.067003314,
508,1.565302512,1.585470506,0.422807137,0.431686952,
509,1.664521738,1.683965786,0.090625511,0.088982156,
510,0.967480728,0.978492443,0.313924818,0.318789513,
511,1.145246016,1.149612737,0.048585187,0.048263663,
512,1.712136944,1.738150868,0.311430184,0.298175118,
513,2.750920202,2.773584353,1.162086035,1.174768057,
514,1.78252301,1.808840826,0.251333152,0.248586009,
515,0.9240131,0.930055219,0.294093193,0.295761971,
516,0.213964698,0.219181591,0.001544302,0.003396544,
517,2.029477676,2.049085453,0.169616835,0.171942639,
518,1.307791273,1.315844921,0.381888424,0.381698587,
