,sd_life_dim1,sd_life_dim2,
270,0.022678274,0.006856365,
271,0.076494723,0.039299312,
272,0.072121461,0.018896731,
273,0.06522221,0.009743893,
274,0.08537169,0.022485437,
275,0.099154669,0.027842759,
276,0.054028918,0.014667886,
277,0.191770335,0.019218047,
278,0.057550181,0.018648567,
279,0.282011361,0.02800392,
280,0.028541389,0.011074556,
281,0.065141662,0.007818149,
282,0.084705394,0.038608124,
283,0.057222879,0.021579239,
284,0.070499451,0.004090526,
285,0.115993532,0.002961409,
286,0.071032765,0.017235361,
287,0.060271119,0.010621498,
288,0.035822069,0.009918203,
289,0.054645682,0.004398858,
290,0.076470165,0.027376938,
291,0.105165649,0.005513306,
292,0.035039705,0.008574617,
293,0.141866084,0.021740301,
294,0.034712606,0.016083219,
295,0.052534687,0.010396332,
296,0.041000169,0.016545359,
297,0.043732803,0.010290518,
298,0.036326858,0.01394633,
299,0.047787508,0.001305246,
300,0.047852564,0.015384919,
301,0.084594766,0.046827737,
302,0.090304094,0.009572781,
303,0.063365209,0.012782634,
304,0.092641323,0.024249801,
305,0.121366865,0.007148207,
306,0.03073635,0.016866986,
307,0.697748743,0.029057668,
308,0.077297693,0.036092202,
309,0.158645442,0.016887506,
310,0.071090209,0.013317362,
311,0.04919267,0.021273297,
312,0.064217643,0.008453453,
313,0.048093429,0.005335196,
314,0.051948022,0.015987632,
315,0.222486974,0.04984401,
316,0.047324978,0.010139644,
317,0.083967092,0.01354675,
318,0.071558435,0.010418813,
319,0.20038589,0.028707214,
320,0.067027145,0.017707616,
321,0.058538457,0.025302047,
322,0.026906334,0.006679731,
323,0.029797348,0.005716593,
324,0.044732338,0.006535074,
325,0.0553203,0.024855616,
326,0.076638468,0.031715101,
327,0.024740203,0.005546426,
328,0.046874681,0.005875755,
329,0.028504571,0.005494397,
330,0.039190669,0.017639561,
331,0.089635509,0.017120598,
332,0.40265786,0.034819318,
333,0.150354193,0.009931222,
334,0.036470056,0.00558881,
335,0.054984899,0.021356846,
336,0.343746556,0.030278988,
337,0.092591774,0.010907492,
338,0.097007807,0.034685139,
339,0.091774148,0.012717297,
340,0.058051997,0.019520462,
341,0.067592767,0.029316604,
342,0.035986003,0.005528008,
343,0.103907244,0.041824812,
344,0.029959169,0.003972472,
345,0.037771283,0.006252856,
346,0.062215305,200,
347,0.092190109,0.01736023,
348,0.08724059,0.009210429,
349,0.08006907,0.020244022,
350,0.050448183,0.012177404,
351,0.145140304,0.028731156,
352,0.067956182,0.017742242,
353,0.094938907,0.033251642,
354,0.108575478,0.018153357,
355,0.034324282,0.016180228,
356,0.247448251,0.008355094,
357,0.065931464,0.011431573,
358,0.057237485,0.017017509,
359,0.073510875,0.013067476,
360,0.088632637,0.01379109,
361,0.186731126,0.02704155,
362,0.037662718,0.003132721,
363,0.078896925,0.031363687,
364,0.054466909,0.008846944,
365,0.072298892,0.012317526,
366,0.08351823,0.017407787,
367,0.082432323,0.02028096,
368,0.487138823,0.023439487,
369,0.448553624,0.015504555,
370,0.061786266,0.012357824,
371,0.742361365,0.009370068,
372,0.021344394,0.004226754,
373,0.108910929,0.023016711,
374,0.081620027,0.027348414,
375,0.07535602,0.017786389,
376,0.08685381,0.016272462,
377,0.078044918,0.015993335,
378,0.068825768,0.017481851,
379,0.078382339,0.015567423,
380,0.107419553,0.019722293,
381,0.057187537,0.022171596,
382,0.037719603,0.016606842,
383,0.040685119,0.012974526,
384,0.055617364,0.003905269,
385,0.310022272,0.00876869,
386,0.04785165,0.009850026,
387,0.101506519,0.013792117,
388,0.05198821,0.015156412,
389,0.056628919,0.009537483,
390,0.058247333,0.012354773,
391,0.070630707,0.010849237,
392,0.029453008,0.009477521,
393,0.086567224,0.014767425,
394,0.05305385,0.007200431,
395,0.166169983,0.021639912,
396,0.09450468,0.017777976,
397,0.023144198,0.008697108,
398,0.057969493,0.003831968,
399,0.088827447,0.012285116,
400,0.05153385,0.008911545,
401,0.093841999,0.025423332,
402,0.048369132,0.019360105,
403,0.068328617,0.019176653,
404,0.074383893,0.015805302,
405,0.048488156,0.010667891,
406,0.112968878,0.024242522,
407,0.049645355,0.009460467,
408,0.036775938,200,
409,0.050520699,0.011077433,
410,0.051370165,0.012785561,
411,0.075351798,0.024572675,
412,0.266057979,0.022195056,
413,0.079556777,0.022723826,
414,0.137671322,0.025570659,
415,0.103683544,0.034328262,
416,0.137734469,0.007540688,
417,0.09680458,0.031333855,
418,0.098597044,0.016852604,
419,0.044267623,0.006710044,
420,0.603794346,0.122759686,
421,0.10748578,0,
422,0.100212949,0.013122969,
423,0.066156108,0.018781752,
424,0.070877499,0.018694682,
425,0.126688949,0.023037627,
426,0.047732697,0.005694537,
427,0.056687842,0.020117299,
428,0.055230751,0.011221562,
429,0.074790364,0.00758588,
430,0.068070438,0.037084349,
431,0.041184936,0.017663715,
432,0.087395086,0.022651368,
433,0.059219272,0.023117753,
434,0.07354153,0.013680161,
435,0.091679098,0.026662558,
436,0.032587309,0.006432452,
437,0.115716433,0.014771199,
438,0.068710658,0.028800196,
439,0.069432109,0.017808315,
440,0.042241935,0.005068463,
441,0.099482782,0.032860571,
442,0.063024111,0.022156341,
443,0.088984774,0.023249142,
444,0.082058804,0.022474569,
445,0.108925553,0.023510554,
446,0.091940184,0.025091748,
447,0.018727142,0.01875448,
448,0.121580378,0.012949597,
449,0.082023817,0.014089828,
450,0.056264508,0.007378227,
451,0.066533556,0,
452,0.030174939,0.009150955,
453,0.166285821,0.015350859,
454,0.055873508,0.009474985,
455,0.03138953,0.006449247,
456,0.093114272,0.032410215,
457,0.058513923,0.01095126,
458,0.063742368,0.015067269,
459,0.062207319,0.002248279,
460,0.255713844,0.011379824,
461,0.055927505,0.006937227,
462,0.027019509,0.003425049,
463,0.059234286,0.006878586,
464,0.02579765,0.007610694,
465,0.097588605,0.029545332,
466,0.082386508,0.0116336,
467,0.046128772,0.013086138,
468,0.086826172,0.012360618,
469,0.058871274,0.010886418,
470,0.041963256,0.007726119,
471,0.087393769,0.017580824,
472,0.384520104,0.074301424,
473,0.028888565,0.005921423,
474,0.464237606,0.021978838,
475,0.03517528,0.00922743,
476,0.040387038,0.010539647,
477,0.085024597,0.012734669,
478,0.281519261,0.038486329,
479,0.053513381,0.009785523,
480,0.198134835,0.016772803,
481,0.016335402,0.001739444,
482,0.035605675,0.003189809,
483,0.025293956,0.007370031,
484,0.053759779,0.016664581,
485,0.062841546,0.023638236,
486,0.07251627,0.013824168,
487,0.14198202,0.045665974,
488,0.051078474,0.008808577,
489,0.061884676,0.013013174,
490,0.503919196,0.031280514,
491,0.045269146,0.0111321,
492,0.089585303,0.02304094,
493,0.04524017,0.016920803,
494,0.0393308,0.009009308,
495,0.051273306,0.00915223,
496,0.080276994,0.033212319,
497,0.023186378,0.002773897,
498,0.068132736,0.004764207,
499,0.070117832,0.021218779,
500,0.114050172,0.014298433,
501,0.050991564,0.016503619,
502,0.070428558,0.017607492,
503,0.096935899,0.060920155,
504,0.196689211,0.038539137,
505,0.095406883,0.024792414,
506,0.017663839,0.008209322,
507,0.048621177,0.011289714,
508,0.117732811,0.032748818,
509,0.079941979,0.03256485,
510,0.138737934,0.012761745,
511,0.098166406,0.002657991,
512,0.08731207,0.025514193,
513,0.157183186,0.022209148,
514,0.09070301,0.027820825,
515,0.095946823,0.010353272,
516,0.320010311,0.003152463,
517,0.103661055,0.023379879,
518,0.100121295,0.00559527,
519,0.199202657,0.023214458,
520,0.040585079,0.018912986,
521,0.076874977,0.011318361,
522,0.018681212,0.006205153,
523,0.078700965,0.012285496,
524,0.24372229,0.026006912,
525,0.095663185,0.022447977,
526,0.059545656,0.012687135,
527,0.017469541,0.003121777,
528,0.095862284,0.013964189,
529,0.141555066,0.025006294,
530,0.251242539,0.019506411,
531,0.059840099,0.018063084,
532,0.022706551,0.002624526,
533,0.019612548,0.002867168,
534,0.105118488,0.006539036,
535,0.030587731,0.002224961,
536,0.085043945,0.008831685,
537,0.096616611,0.026128786,
538,0.076526373,0.013677359,
539,0.049945073,0.00936367,
540,0.146056414,0.025124725,
541,0.080317806,0.015990983,
542,0.049613637,0.010689715,
543,0.084157954,0.019665169,
544,0.054425798,0.019079077,
545,0.062115455,0.016858944,
546,0.113725337,0.020702798,
547,0.081451617,0.023855629,
548,0.1101741,0.028534344,
549,0.027859032,0.012491628,
550,0.05938434,0.030364804,
551,0.060229102,0.009781219,
552,0.039501473,0.006654803,
553,0.044605205,0.005527937,
554,0.06805526,0.027127428,
555,0.050833353,0.015432625,
556,0.034152326,0.002687723,
557,0.066560296,0.02082661,
558,0.051972272,0.01925688,
559,0.054904086,0.011925444,
560,0.027018897,0.010137199,
561,0.040723923,0.01452457,
562,0.038398275,0.009150622,
563,0.106183187,0.019149175,
564,0.093405978,0.026407396,
565,0.082542599,0.018221032,
566,0.224339207,0.014951989,
567,0.036125372,0.011048009,
568,0.070139566,0.019079328,
569,0.10856757,0.028591216,
570,0.085166219,0.007319137,
571,0.095387364,0.009363911,
572,0.048708057,0.02113454,
573,0.092713238,0.017818459,
574,0.078376683,0.014000434,
575,0.072136544,0.012896144,
576,0.119519638,0.023554268,
577,0.039222191,0.008801501,
578,0.112244487,0.012600669,
579,0.203715364,0.052051519,
580,0.045761529,0.019321273,
581,0.41435211,0.049975775,
582,0.086211343,0.006482094,
583,0.121324968,0.018058665,
584,0.096428824,0.03586078,
585,0.09244442,0.025411558,
586,0.075227843,0.020514208,
587,0.030551842,0.007976083,
588,0.056412017,0.004460081,
589,0.168164082,0.020099593,
590,0.025692734,0.004540576,
591,0.081924464,0.015049179,
592,0.076005285,0.019177239,
593,0.144496905,0.007465711,
594,0.11099228,0.00969215,
595,0.073834781,0.018711747,
596,0.041970043,0.006617416,
597,0.05137434,0.013975999,
598,0.552562444,0.061624006,
599,0.070621323,0.034336308,
600,0.072587171,0.005944316,
601,0.088133766,0.018763965,
602,0.055789204,0.020043641,
603,0.042571884,0.011005708,
604,0.08673038,0.013307295,
605,0.065717049,0.013148868,
606,0.060561822,0.015232275,
607,0.035219168,0.006006886,
608,0.065578192,0.012037972,
609,0.045074959,0.009401046,
610,0.07235277,0.000955344,
611,0.131457882,0.044554824,
612,0.169036937,0.016105815,
613,0.066346034,0.023237409,
614,0.03641766,0.008829114,
615,0.042104815,0.013711377,
616,0.025720208,0.007877966,
617,0.103424673,0.015914593,
618,0.059182885,0.008209347,
619,0.114177592,0.011959186,
620,0.058521617,0.014029787,
621,0.088261748,0.028426672,
622,0.37684819,0.029568774,
623,0.04533263,0.009576928,
624,0.063987435,200,
625,0.035155596,0.007884352,
626,0.061284042,0.009279595,
627,0.082307257,0.003888385,
628,0.026421128,0.007810483,
629,0.032665379,0.006000975,
630,0.052401604,0.019044837,
631,0.047670391,0.01062895,
632,0.133448745,0.036511017,
633,0.031135088,0.008869781,
634,0.205542163,0.022624399,
635,0.093961949,0.014276456,
636,0.117508127,0.017334551,
637,0.045254446,0.008779376,
638,0.033873902,0.001193245,
639,0.074513406,0.026100158,
640,0.093141874,0.010304058,
641,0.109478055,0.057416163,
642,0.247007107,0.011759426,
643,0.055771541,0.019996388,
644,0.079197824,0.018916965,
645,0.60101464,0.01665772,
646,0.020269746,0.007223208,
647,0.067212204,0.007898834,
648,0.107517656,0.020875505,
649,0.07457064,0.005382869,
650,0.046515554,0.015647568,
651,0.110996319,0.011355618,
652,0.037354161,0.010673888,
653,0.041070553,0.010710968,
654,0.103644561,0.006538034,
655,0.094050634,0.010145049,
656,0.060164576,0.020851202,
657,0.459142743,0.118082786,
658,0.016240994,0.005217359,
659,0.192807325,0.031010858,
660,0.172529104,0.071288507,
661,0.068466278,0.009091193,
662,0.085154409,0.020225723,
663,0.056238186,0.026044311,
664,0.102121351,0.020970815,
665,0.05548509,0.026493733,
666,0.05820931,0.009106026,
667,0.087751312,0.026525727,
668,0.04926684,0.011552852,
669,0.28507905,0.052883266,
670,0.098490294,0.011244852,
671,0.04513762,0.013439745,
672,0.073997262,0.022544863,
673,0.031739416,0.011438253,
674,0.064694888,0.017471173,
675,0.026926614,0.004767613,
676,0.060270367,0.016099591,
677,0.121893853,0.015122248,
678,0.078810679,0.015499928,
679,0.150127944,0.011294462,
680,0.09863695,0.008364368,
681,0.088027821,0.023915193,
682,0.020078126,0.004161174,
683,0.089763227,0.036633703,
684,0.069008193,0.011451619,
685,0.114828693,0.028460161,
686,0.061438333,0.016096274,
687,0.05303671,0.01788752,
688,0.124555413,0.027801968,
689,0.076025913,0.011201988,
690,0.028709725,0.005079871,
691,0.068803719,0.011289348,
692,0.045940547,0.008136965,
693,0.026759156,0.007281506,
694,0.054973376,0.004757503,
695,0.112979814,0.025395887,
696,0.079365529,0.006198989,
697,0.024224583,0,
698,0.063317086,0.018434824,
699,0.059164757,0.012275836,
700,0.24105135,0.021838567,
701,0.040678938,0.013054274,
702,0.06240871,0.011918483,
703,0.054887744,0.012618896,
704,0.0892826,0.014806056,
705,0.297016892,0.014506273,
706,0.027978251,0.00931377,
707,0.365797191,0.095130638,
708,0.092367159,0.024549465,
709,0.072998173,0.012935314,
710,0.067527567,0.013672488,
711,0.094954537,0.019533362,
712,0.087490496,0.021236022,
713,0.054181146,0.022550554,
714,0.10133733,0.015765048,
715,0.099292375,0.044258338,
716,0.119844585,0.04596297,
717,0.179246703,0.016206957,
718,0.022311449,0.002197172,
719,0.069713117,0.006262206,
720,0.034781699,0.012507189,
721,0.067192774,0.013649474,
722,0.089717173,0.03022711,
723,0.051564448,0.007546246,
724,0.064752225,0.005036849,
725,0.066824054,0.015706148,
726,0.062573893,0.009801531,
727,0.052596224,0.018109127,
728,0.08231567,0.031510335,
729,0.04945604,0.010053401,
730,0.102636809,0.051289072,
731,0.120016795,0.040219061,
732,0.062672965,0.018520449,
733,0.0304022,0.012638091,
734,0.106790112,0.001505157,
735,0.093067638,0.011659677,
736,0.071321038,0.015245834,
737,0.111059017,0.020867604,
738,0.027222401,0.007987262,
739,0.05670641,0.021874868,
740,0.045292293,0.021341062,
741,0.257405334,0.107451747,
742,0.067793895,0.013869281,
743,0.038882054,0.005837403,
744,0.081109906,0.019193715,
745,0.075741217,0.015144746,
746,0.104679979,0.026698956,
747,0.080210175,0.012525657,
748,0.027693016,0.014065769,
749,0.126320243,0.023926902,
750,0.083821841,0.016938225,
751,0.084753795,0.007707573,
752,0.027211186,0.007016163,
753,0.05278401,0.006411748,
754,0.069686517,0.011715882,
755,0.053309905,0.016689313,
756,0.129055112,0.013320478,
757,0.102061204,0.021504468,
758,0.048257121,0.015353714,
759,0.126515258,0.040969736,
760,0.122538341,0.014609809,
761,0.342235986,0.020784558,
762,0.305632257,0.018973951,
763,0.05595457,0.007587464,
764,0.038324528,0.006061128,
765,0.098819369,0.011500115,
766,0.080885865,0.013219753,
767,0.085438043,0.01278042,
768,0.096358617,0.017289187,
769,0.119098328,0.034448449,
770,0.045006296,0.015075755,
771,0.058769687,0.016608534,
772,0.055482825,0.013844214,
773,0.108568937,0.004898262,
774,0.124982895,0.023699841,
775,0.078887414,0.030849021,
776,0.032835119,200,
777,0.111156868,0.054602315,
778,0.117681661,0.008085795,
779,0.118775504,0.045534855,
780,0.057742817,0.023542721,
781,0.37424037,0.00736015,
782,0.02106745,0.009580042,
783,0.083588239,0.008507299,
784,0.130717087,0.030655281,
785,0.080010188,0.029148894,
786,0.068364635,0.019545497,
787,0.033505287,0.008940634,
788,0.046776486,0.013914627,
789,0.079821754,0.020781562,
790,0.055334013,0.006324803,
791,0.105565588,0.013708178,
792,0.04564192,0.01449796,
793,0.080973442,0.025883641,
794,0.060635149,0.004954273,
795,0.060455476,0.017562502,
796,0.087526979,0.018437414,
797,0.030223487,0.005433329,
798,0.092827397,0.018116286,
799,0.078122809,0.020799656,
800,0.076103765,0.011268311,
801,0.04086068,0.006082687,
802,0.105472976,0.006863228,
803,0.101887594,0.01972598,
804,0.050289868,0.010044516,
805,0.171523346,0.012049225,
806,0.046376776,0.020723148,
807,0.064960528,0.023902297,
808,0.055441715,0.009757363,
809,0.091222499,0.016548151,
810,0.201991443,0.021698983,
811,0.293553745,0.010221234,
812,0.077854687,0.007717039,
813,0.10187794,0.03737429,
814,0.077900007,0.015080072,
815,0.080144532,0.01422137,
816,0.086370772,0.01206125,
817,0.054732859,0.019905438,
818,0.017399549,0.005801549,
819,0.120164276,0.034755787,
820,0.085328951,0.013695605,
821,0.037576489,0.005381384,
822,0.154551082,0.018143978,
823,0.153044167,0.04182431,
824,0.090914929,0.005989291,
825,0.092455774,0.006628985,
826,0.039440433,0.0117776,
827,0.053383423,0.011273507,
828,0.383184043,0.030949168,
829,0.081814498,0.00620063,
830,0.050032771,0.011050029,
831,0.066711972,0.003440685,
832,0.059362443,0.026890604,
833,0.277587649,0.054109314,
834,0.093356901,0.041198471,
835,0.379999223,200,
836,0.03215535,0.009804452,
837,0.02748558,0.008723908,
838,0.086255302,0.005459638,
839,0.087452872,0.028704871,
840,0.182857336,0.007313038,
841,0.058447295,0.017988663,
842,0.256992553,0.035885893,
843,0.093480418,0.010069683,
844,0.172447967,0,
845,0.06783508,0.030513921,
846,0.057381057,0.010836651,
847,0.087812374,0.016081511,
848,0.039700316,0.008520527,
849,0.092924068,0.019736796,
850,0.080585303,0.017391011,
851,0.069088112,0.035257672,
852,0.165949458,0.006514761,
853,0.07133279,0.02101462,
854,0.108232038,0.01710279,
855,0.045619079,0.004530039,
856,0.028059117,0.003975529,
857,0.241133583,0.031982194,
858,0.185553371,0.006047071,
859,0.013330043,0.001531365,
860,0.058893072,0.022183854,
861,0.092359835,0.018908941,
862,0.046423422,0.009851123,
863,0.061827328,0.001754838,
864,0.084878983,0.013589085,
865,0.204494091,0.009022783,
866,0.217062634,0.018831445,
867,0.055130422,0.06488369,
868,0.046024057,0.002738228,
869,0.070229899,0.023990133,
870,0.14200154,0.017505153,
871,0.036181905,0.004588772,
872,0.060670788,0.012820938,
873,0.109480092,0.03690628,
874,0.085548162,0.006066652,
875,0.367154026,0.011768394,
876,0.077932228,0.026678351,
877,0.11061846,0.027104928,
878,0.287758629,0.031818945,
879,0.081051545,0.015591814,
880,0.523013213,0.015263828,
881,0.036200452,0.013329862,
882,0.074320861,0.019559106,
883,0.070819989,0.020103416,
884,0.041118462,0.013319776,
885,0.080463856,0.026167531,
886,0.218343825,0.029455012,
887,0.080016538,0.029432711,
888,0.060243313,0.029922059,
889,0.076299353,0.018947226,
890,0.057607891,0.010865435,
891,0.063139557,0.009182909,
892,0.102693018,0.019366473,
893,0.072190578,0.023787995,
894,0.051293725,0.010301696,
895,0.15743637,0.013620886,
896,0.490848992,0.039840524,
897,0.039683704,0.007740559,
898,0.035731062,0.00730699,
899,0.028307234,0.010639594,
900,0.128473004,0.012957736,
901,0.096425564,0.024055201,
902,0.067159121,0.028835169,
903,0.020988513,0.001420236,
904,0.084517641,0.014735001,
905,0.102359222,0.004874234,
906,0.177691672,0.034973736,
907,0.077767938,0.009840603,
908,0.075457173,0.011580674,
909,0.045518227,0.005510682,
910,0.052512446,0.007904613,
911,0.066659584,0.019257865,
912,0.05082447,0.008973989,
913,0.133500049,0.013597937,
914,0.039731552,0.001431614,
915,0.041227243,0.010349263,
916,0.068749939,0.012141538,
917,0.081768976,0.018778952,
918,0.1369753,0.008459252,
919,0.065346286,0.020888128,
920,0.057171562,0.006939769,
921,0.059289274,0.010651029,
922,0.0603608,0.014685981,
923,0.640549943,0.037386455,
924,0.050332834,0.012923172,
925,0.19752081,0.023788475,
926,0.04888582,0.012108801,
927,0.109181985,0.038851033,
928,0.031439969,0.008369131,
929,0.08927378,0.015458129,
930,0.039804972,0.007403268,
931,0.045076324,0.020419847,
932,0.131303606,0.0146766,
933,0.053870093,0.018164511,
934,0.052227521,0.010506654,
