,kurt_life_dim0,kurt_life_dim1,kurt_life_dim2
102,5.580330449,31.05962532,4.582952205
103,2.214508745,226.4370663,4.849260702
104,3.436055634,98.29474414,10.36631765
105,2.388346223,6.864083213,3.804343845
106,3.701063452,195.1249558,8.786526537
107,2.250723839,9.012605578,4.435500294
108,2.548453076,58.04662414,15.14776256
109,3.176487089,11.41591427,10.63931756
110,4.479285275,13.48984675,1.5
111,4.62104525,24.52988027,6.157025681
112,3.35228,21.92987726,2.507415508
113,3.086072469,32.9433223,25.69295483
114,3.362011883,48.25334726,20.37839198
115,2.671890673,14.62147982,5.249378609
116,2.395052381,31.31040493,7.960757755
117,2.128341941,81.71954569,1.796245768
118,5.053639499,52.8341358,14.5620012
119,3.708437868,15.15749959,4.703184695
120,2.817053911,4.288951657,7.864872107
121,3.504582303,9.454561865,12.6556424
122,6.58041333,7.382307064,18.6433303
123,4.929801969,3.311056068,4.810919633
124,2.40655917,4.016286447,5.86842483
125,2.348517096,131.0582462,11.8209841
126,2.926506876,14.1390693,9.832444877
127,2.54627129,68.3221253,18.47826566
128,3.69531968,5.780495075,3.747061366
129,3.23985814,278.326397,9.31852958
130,7.091450798,110.029848,5.6801778
131,2.470858888,151.5974591,3.08619959
132,2.015791967,5.64624901,5.187026186
133,3.183244645,35.0138187,10.02749487
134,3.173868581,249.0655198,10.95737785
135,3.385435685,31.64410472,4.137737815
136,3.389914464,5.204013427,8.017188134
137,3.217835294,145.7081885,4.322089862
138,3.887396811,15.09964914,8.474757829
139,6.18190471,162.8403004,6.521563459
140,3.644147629,51.65969893,1.890373873
141,3.384373554,9.637453479,22.434441
142,3.090606457,6.930028316,4.58647958
143,2.219190682,34.69915478,35.35637206
144,1.843317727,23.98662862,6.311490584
145,2.622307631,43.50603239,13.67007998
146,2.210406885,97.62296786,2.13101651
147,3.776075286,302.6181888,9.57876869
148,3.01385772,126.6310361,2.619167951
149,2.30663744,27.46522524,3.870606724
150,2.103561521,74.62028906,1.755330095
151,2.436671545,38.67582593,4.210082903
152,5.992620704,37.87666119,4.060235426
153,2.661214377,5.557354582,10.93388039
154,4.575946376,35.49553487,3.149272298
155,1.955725203,8.828981646,1.654587468
156,3.471069681,3.637619152,7.73627673
157,1.833588873,96.62110655,12.64483637
158,2.910416757,292.5374087,5.705244127
159,3.189157194,137.7769984,2.300156985
160,2.565605133,3.346049138,4.635122989
161,3.33200254,94.22568971,5.016295619
162,5.698070758,26.92013712,3.09952296
163,4.173694851,182.3212332,6.276078295
164,2.713299375,51.14382107,9.105550579
165,3.376584263,5.183930721,10.50681755
166,3.268026291,4.325991808,3.580376099
167,2.582417293,5.105363616,7.6221961
168,11.27717339,44.17270074,1.570364459
169,2.8700098,3.600278857,10.90828191
170,1.808095144,9.849582884,11.23105328
171,3.114224032,10.32502158,3.327723837
172,2.190709326,11.34457869,5.864577224
173,3.293020129,173.7724168,4.507060572
174,2.436788994,73.11694232,13.31458897
175,4.768685528,112.0387953,6.669585892
176,2.808488608,41.73454233,47.58665548
177,2.028912531,23.70147056,20.63448127
178,2.478985054,32.1710848,5.674095628
179,4.41570899,114.4061118,5.174215911
180,4.987077322,31.68515348,19.82705698
181,3.437414167,4.896932324,7.261849154
182,2.289933639,5.896124859,4.202937378
183,6.704330381,7.106325578,2.884646958
184,3.464438484,47.37979887,2.329807551
185,2.947113376,3.886848414,7.513502778
186,2.620494952,45.55353971,4.092832621
187,2.090076309,21.73825127,5.127032434
188,4.846741108,41.5715633,11.04012699
189,3.036131284,95.0452807,2.271651655
190,6.644907314,65.99188554,6.713908612
191,2.525362773,172.2211246,5.611824012
192,20.52330934,8.492365215,1.892876778
193,3.519985947,4.419684565,13.81971908
194,3.450480852,140.2387486,4.462380531
195,4.644784279,3.195604087,6.998057831
196,7.285673213,372.996467,6.179074072
197,3.09177926,62.56910067,9.200972215
198,3.107624328,4.178635925,7.24463999
199,2.09104495,110.8868044,2.043657875
200,3.330622705,105.1738493,6.822627625
201,2.860921072,20.74752598,6.132303992
202,3.53169505,6.127033037,9.571648373
203,8.366748178,110.4121381,2.882779685
204,3.155543621,81.40836161,800
205,3.1456767,22.55395623,17.86613267
206,2.202035611,60.68766289,1.903133461
207,2.189404134,142.5065948,14.30302526
208,3.543976718,4.739263903,6.308006777
209,2.400544288,5.99644588,9.819703835
210,3.436320866,57.72742792,2.648226905
211,6.938514255,301.891019,7.65325429
212,3.637998832,108.2012474,6.954242145
213,2.515630452,16.10473267,8.459464867
214,2.493766643,8.317238358,8.308431023
215,4.169542068,10.4773814,3.373896704
216,2.540429011,2.54292578,5.793538794
217,8.410168677,202.5237676,11.08740377
218,2.411963049,40.78403333,4.601373257
219,3.396810414,123.6101452,4.166069666
220,3.324302659,135.991751,8.415105936
221,4.148695181,4.251970209,9.446665288
222,6.450099484,7.613429434,3.616299377
223,5.711552623,273.4311491,4.869746725
224,2.768695947,18.99585732,2.872038152
225,1.740338671,9.101038536,10.67499049
226,8.808625429,17.50946523,22.82073651
227,4.024661398,5.213465815,9.337404836
228,2.39370391,5.953450561,4.529337604
229,14.67091133,13.13407497,6.457534893
230,6.110378553,174.2701995,15.5574874
231,2.665080192,4.013926024,12.96242081
232,2.19713573,55.06171563,2.380768082
233,4.407463179,5.543915215,10.38811846
234,3.130609914,3.414899689,9.039737717
235,2.689571242,219.2484338,6.647137915
236,3.153999569,7.193827468,8.923654517
237,1.75007624,12.39719556,5.177586362
238,2.523927059,38.5192326,11.43599626
239,2.295971158,42.42070176,14.55614413
240,3.50027655,56.50458124,8.789159892
241,2.796614457,17.65068304,9.459022341
242,5.166851443,17.55895805,19.55897828
243,3.678516557,144.060647,7.38348822
244,7.409030925,30.43493702,7.645235551
245,2.062623482,243.8788485,6.260174419
246,1.776101753,2.666246103,5.227837549
247,4.17003535,18.75293603,7.611374536
248,6.408170433,353.7472921,10.54239927
249,2.153433732,28.02348409,10.48241896
250,2.236542246,14.57583194,2.595481891
251,1.688012078,75.50887298,3.105209665
252,4.409288864,7.759494387,9.168469594
253,2.706647992,2.989318535,3.814458514
254,3.069071125,18.33865235,6.764164527
255,2.0069554,11.84426386,16.05845084
256,3.671848593,62.85087532,4.590066358
257,2.396795677,72.06657884,30.61945837
258,2.766184784,36.22256362,800
259,1.839383239,55.22679457,7.596615272
260,3.651504041,5.308821032,3.919438868
261,6.790435795,61.31722201,5.310478177
262,1.954630568,15.43232589,8.298313942
263,6.251157766,30.85133567,2.378067768
264,2.711262574,3.356959373,3.978835947
265,6.528595711,4.767287101,11.61865486
266,2.918319546,40.57432944,1.918020119
267,1.865150859,3.558540218,22.19732961
268,4.417100724,39.15518494,0
269,1.810275203,49.04855504,6.067592092
270,7.702893005,71.67279728,1.5
271,3.843700179,6.095516903,10.82853671
272,4.201423772,52.06190188,6.353425941
273,3.030658607,77.3259439,1.635311662
274,3.712158177,14.53523223,9.719411382
275,5.728182345,6.511855059,1.660689091
276,2.212963829,9.925413997,18.95661621
277,2.006064326,237.8209555,5.186810736
278,1.897719128,54.3672697,14.66963353
279,2.911294657,319.1753377,19.44656551
280,3.574950657,5.956063016,2.795268671
281,1.965613127,2.461978973,7.992335096
282,2.471458112,4.438773189,3.175901404
283,2.532196499,29.32688047,7.35020058
284,2.646527057,36.52599208,1.5
285,2.844317214,52.98199707,2.976723618
286,3.484189477,13.28011831,4.556743158
287,3.82706658,38.75745762,1.812145234
288,2.135381072,35.84782198,5.511263905
289,3.281961374,8.476957678,2.205815231
290,4.133042621,4.303779121,7.352486168
291,3.628831811,69.77900518,4.238993527
292,3.145801404,25.4798769,5.139329536
293,2.594861094,7.698735694,9.297339957
294,2.366095476,4.132550304,1.41640383
295,3.241226474,3.189123276,9.505570218
296,8.698154025,12.50569724,5.132807487
297,3.997342878,13.35756089,3.507168948
298,2.986873489,29.17363442,6.615728024
299,2.655137145,44.86204186,1
300,2.7450825,14.02570994,5.23011971
301,2.037530977,2.931173267,6.070543137
302,16.47334995,53.52876684,1.193255592
303,2.935484879,6.585199729,9.772105009
304,4.68004724,17.28778376,2.400614539
305,2.711408121,61.32797092,3.097252694
306,1.965010076,14.30474409,4.117508845
307,2.81348213,127.6989176,7.446225252
308,4.427160027,20.54323,5.473420247
309,3.870494703,13.11111359,27.6835935
310,5.998261348,59.63520289,9.536481259
311,3.884597718,5.715200403,3.84946307
312,3.014394618,82.79192736,9.05058668
313,3.542574938,42.95347792,6.772758676
314,2.656724104,4.28018893,8.659594416
315,1.399868066,70.13935709,4.307709608
316,37.56468628,25.12067832,10.87673347
317,13.96647445,52.48882747,1.926545745
318,2.598271395,55.23957229,8.40602178
319,4.931903106,230.5657585,7.366939292
320,3.150446782,48.35803929,9.959967565
321,3.064809183,7.698457701,5.280907503
322,2.429958223,3.720921505,4.632764425
323,10.8966268,54.77175836,9.221573212
324,5.586121202,86.26192015,3.456889376
325,3.082686062,9.741056619,1.966477947
326,2.628453958,2.814639173,3.481978708
327,2.108312659,9.887233956,5.417210727
328,2.538632614,95.55327367,9.555483463
329,2.345632876,110.0387448,5.048937979
330,6.765263935,23.12249715,3.250180437
331,2.804116426,43.83640972,5.012625761
332,3.189688257,303.2810479,5.784613364
333,2.225846655,135.2934306,3.452956241
334,2.245412772,4.575967263,4.904589733
335,4.522319555,19.17216156,6.32143937
336,3.733368144,137.4776345,17.03684753
337,3.815692356,85.86249586,8.56099723
338,5.635507336,21.43638277,23.66853745
339,2.773234202,20.93779648,34.98353539
340,1.623835044,6.476299528,3.120118562
341,2.79492339,98.0310083,7.740313176
342,5.261250558,13.32129845,3.199235719
343,2.972279233,7.216794863,9.209544282
344,3.702404749,123.849259,4.603242492
345,4.659193599,120.6407623,6.959406077
346,4.072079503,42.62709253,800
347,2.882977684,70.94573325,3.909033503
348,8.926103173,25.41687929,3.860778709
349,5.088247341,20.67784252,6.573662729
350,5.545232537,6.999689137,7.79834568
351,2.467132086,6.146996819,6.010792461
352,3.599934679,49.32546792,16.67030239
353,2.322527613,4.056712654,4.886732767
354,1.854125096,3.719012226,6.602814257
355,3.613559709,17.99842489,12.07822942
356,4.142679717,114.7154692,3.222103048
357,3.279233314,9.151727603,8.833817185
358,4.604238818,9.211015184,8.193224894
359,3.457831743,92.6402365,26.0954623
360,2.694030679,13.35404414,6.665626361
361,4.335039323,83.42895491,3.627598341
362,3.331168813,94.60400062,2.062262135
363,2.074770033,4.262567536,3.122577952
364,2.510612267,4.772558094,5.139858167
365,2.798269018,29.77979062,4.717514335
366,3.295352683,24.73269898,12.02892447
367,5.093033882,65.57041102,2.925773968
368,3.020424527,189.4382177,6.558545567
369,6.122164674,257.4148806,5.281269268
370,4.211210913,44.47230698,7.251993285
371,6.95126944,190.5956551,6.165737498
372,2.725022293,22.5880137,4.547678137
373,3.345927742,71.10235353,2.214655279
374,3.865889027,6.017334534,6.456149993
375,2.925676699,5.007527548,12.68785233
376,5.860695334,14.89665834,12.86701716
377,3.460128183,3.272025111,15.01076286
378,4.806778165,4.783283011,13.78248834
379,2.331411449,28.60134389,2.669463023
380,4.214423935,33.78028385,5.450735921
381,3.284449414,45.2335109,2.030365921
382,6.548975744,46.2311834,3.059478371
383,4.162613136,89.23411813,9.478454336
384,4.873541359,89.32634639,2.619561838
385,3.022023906,37.07445457,2.4704089
386,2.71943684,88.2807061,7.582096644
387,2.883150864,6.117114164,3.077410619
388,1.907504336,4.805000989,1.770112845
389,2.654334377,5.505523949,6.105296589
390,3.727276785,222.0138,4.838654866
391,2.999694891,12.32533243,6.348450433
392,2.699374275,5.33061522,11.53083043
393,2.523393615,36.00262432,3.235532101
394,1.978305442,9.370520706,5.554943706
395,2.210045902,130.5711607,9.981669428
396,1.399187259,5.542299631,1.906960223
397,12.09721888,12.82301559,13.32624147
398,3.633002748,55.32310539,14.49291756
399,4.943156389,36.39495837,2.885351729
400,13.49330025,10.59671951,21.11725585
401,3.76804495,11.72150839,5.888614351
402,1.953287984,10.00276534,11.51490056
403,9.870581273,27.33859697,11.42845278
404,3.304904308,71.57489627,3.076053534
405,6.67823947,87.10755015,3.23096214
406,2.793218641,13.04648696,4.190439841
407,4.007902898,122.1478227,7.878757492
408,11.01210231,60.7292114,800
409,2.0743605,7.093121548,7.052634402
410,2.751523615,7.173485598,16.27424345
411,3.3999854,4.772593234,7.352407575
412,6.175323864,306.8855449,8.952793648
413,2.680656318,13.40343219,10.97223957
414,2.888059325,99.35950089,6.601801396
415,3.539990404,27.69517597,13.86116369
416,2.953341034,44.68778838,2.13042382
417,4.287036167,2.920911277,5.622040864
418,1.785974414,4.725395451,6.347870872
419,4.624084366,72.9837848,3.445824167
420,2.947933702,177.0073606,54.34777145
421,2.169830066,39.4087375,0
422,4.237559565,2.0421075,4.419362329
423,3.975650484,7.138542275,17.1416409
424,8.103576786,49.13372145,16.56291433
425,2.485380537,3.377156387,7.962287416
426,3.451107494,39.71139619,16.78643991
427,1.8982406,16.37997137,4.621882968
428,3.474706748,10.52809576,14.24805456
429,2.583059851,129.7739475,12.66324087
430,3.932406166,69.28757253,3.203631166
431,3.929047346,8.429340311,15.53704778
432,1.89792066,3.658595467,9.977604596
433,4.276955958,120.7063479,20.29746398
434,2.660077966,5.775091435,3.599014242
435,4.875131259,59.30126798,6.746105613
436,2.707187577,7.31399983,3.592442227
437,8.296237659,210.2427995,17.32022854
438,3.71061735,27.5637732,13.17314682
439,2.078836626,12.84453528,6.696236478
440,3.294231883,44.2812852,2.796853987
441,3.759522199,4.793596902,9.021243304
442,2.432742237,7.812676115,3.962931278
443,3.686852191,59.44280502,11.50387456
444,1.957049916,4.394241546,5.102940352
445,2.295215746,25.45290339,3.316887732
446,2.776594465,4.36917482,9.69960266
447,2.54924867,57.60779296,4.958011122
448,2.697742589,3.557675574,18.71036633
449,2.79965513,46.2700283,9.29161134
450,4.225943103,52.71395696,5.720105622
451,2.887977291,112.2050432,0
452,5.544942497,7.321287749,48.85895604
453,4.487618037,195.9586994,6.066544436
454,2.46834105,13.11716052,2.366382412
455,3.995866757,21.6173034,3.710426562
456,2.95618594,1.818621945,2.596685452
457,1.96525836,35.57961476,12.0905563
458,4.303215413,180.3635298,5.64295838
459,5.510086388,110.0941766,3.356301859
460,7.268510723,150.2900328,11.6326557
461,5.695457192,11.54112347,2.908161265
462,42.1770507,63.6354848,4.211854443
463,4.201196183,107.6960995,4.779807221
464,3.68544017,10.88957432,7.574631613
465,18.67697209,8.164293107,4.958818264
466,2.868081544,24.72450223,12.15440838
467,6.880252544,18.87414393,9.213437076
468,3.245610912,87.22082861,2.163558607
469,3.148232196,7.835455797,20.82445981
470,4.406293991,4.971955433,2.480173161
471,4.514008457,73.61639253,6.173241368
472,3.390468185,5.499879005,11.06409443
473,8.592246592,11.92677325,6.657209255
474,6.929462225,210.5158164,37.4358715
475,2.231733363,40.79986741,4.500439201
476,3.662618245,12.53143726,10.51938144
477,1.62251724,10.06956324,10.28925234
478,4.873862245,288.3333806,5.817292442
479,6.158292952,6.659332317,14.14556563
480,1.837143468,253.4933138,9.482965655
481,2.707319272,8.85764112,2.550015448
482,5.963775058,75.7361639,3.111312612
483,12.14420056,9.086496211,6.443952925
484,2.255961061,3.368253412,4.208347659
485,4.427283604,43.39748099,4.054202694
486,2.053306651,6.641149166,3.672956289
487,3.028153225,14.72994635,4.38216225
488,5.150908292,3.855415421,2.946158418
489,2.377922414,240.510329,10.55463643
490,2.877106692,202.0992305,4.734136036
491,3.716755305,5.171337594,11.03303915
492,2.531507687,70.08955451,5.035881767
493,3.580186896,71.30277687,5.834571997
494,4.240668849,7.260357971,5.417015543
495,2.425134179,6.749664227,7.973585658
496,2.988347599,4.616292014,4.515240068
497,3.705718874,122.245765,5.649718018
498,4.777113637,8.074246556,4.387893195
499,2.762771222,54.79130932,8.188068221
500,2.972495092,110.4437684,11.66312584
501,4.334151792,10.00176787,7.31606899
502,3.417752789,6.01688635,3.612214657
503,6.805363471,6.491653676,36.91651198
504,5.188201462,40.66637877,17.23846651
505,2.798784169,4.985711344,4.409632009
506,2.612664208,7.762027307,7.545239288
507,2.316928005,5.410355352,7.456891514
508,3.172736945,78.86949968,21.48164536
509,3.407231563,7.376267637,7.732286536
510,3.91420918,249.8819077,9.519438262
511,6.442756982,35.14873485,2.065961238
512,2.483531446,15.43846795,4.353641555
513,1.604471894,66.01230012,2.979245415
514,3.06686002,7.546338881,8.242261534
515,2.566316755,90.05349811,53.33246786
516,7.052193227,39.2758855,1.915048675
517,2.417819682,3.040754242,16.55366464
518,6.110809594,93.56381258,3.545118101
519,2.874286792,393.3383547,5.884924079
520,2.143285524,4.205855532,8.753203417
521,7.915641654,74.31837547,3.195318463
522,2.320041677,83.32386053,18.69938465
523,3.340298769,156.1966053,9.665195105
524,2.408993895,89.76068096,14.58535268
525,5.825390249,31.81509193,11.59597114
526,2.444417348,45.58185052,8.996514499
527,3.699572903,67.12958655,2.96107269
528,2.347776019,100.2172087,4.405713484
529,5.866050808,104.3012536,4.684609556
530,4.310156983,283.4436762,5.498005561
531,2.927841172,11.75665994,8.870942734
532,3.508573332,113.9141921,53.47710827
533,1.462087499,154.8233049,10.09869637
534,3.976849237,257.2876093,4.660263306
535,4.781268062,102.7797288,2.474719219
536,3.125819832,56.62922988,11.77707386
537,2.494260478,94.42599469,3.888903377
538,2.611234848,6.001399019,5.977846066
539,4.972362397,35.30773275,9.105501706
540,2.62852644,11.06895228,11.9745829
541,3.908431264,40.72546622,7.063506387
542,3.486715866,5.089083359,5.157516959
543,2.467163691,44.91080798,2.944401071
544,2.097961833,2.16363541,11.1046418
545,4.162212917,2.847931779,5.518327696
546,10.98803063,15.78720428,12.73185729
547,2.414640979,47.49372876,6.420952273
548,2.622396787,3.067706862,21.94757783
549,8.646734264,101.9970011,15.64079341
550,8.275045154,2.739877058,6.933799422
551,4.87886997,5.077918386,2.452811586
552,3.914846079,72.63695409,6.112154033
553,20.46991308,79.46162372,61.27289572
554,10.62699977,86.45828456,13.39941997
555,3.729951624,3.466772541,4.265984513
556,1.954011735,48.56898728,2.736718256
557,2.259152906,68.72170071,7.400583206
558,2.130297087,3.452045063,7.111398806
559,3.247686444,2.69336814,2.407869642
560,3.337202468,9.761769218,4.746671611
561,5.694766452,28.46254513,14.08239781
562,4.668258089,14.42940418,6.95926886
563,2.562848859,50.91495847,8.681484107
564,7.928610533,21.9355117,4.708726475
565,2.128541517,23.72262364,4.735678493
566,1.848756404,229.2102267,7.130365706
567,2.461676277,3.659880642,3.290377041
568,3.356848839,3.522166372,29.63883043
569,3.47716457,9.538637152,7.412712824
570,1.64257696,66.42094047,1
571,3.566892009,21.94692754,7.501659551
572,4.47531998,4.779536946,1.345522169
573,3.644623731,12.34811682,11.58148285
574,9.317890775,86.6284675,28.35385022
575,2.135884486,19.54759226,14.13502259
576,14.96106727,2.512469159,20.841366
577,2.539388282,59.80589544,4.113483165
578,2.720323856,22.4930286,4.115653116
579,2.462017617,11.66776009,1.679084822
580,2.169052037,2.498267034,2.998679518
581,2.8237315,240.0035126,11.53129909
582,3.277889237,32.53621213,1.5
583,3.899694864,190.7400759,5.023861386
584,2.744411791,5.366190095,6.754573001
585,2.578109312,17.90828033,3.310773214
586,3.931095634,4.762308482,4.554981737
587,3.240337303,6.385284317,7.99577857
588,4.087790205,7.638431902,13.74542855
589,6.880478565,278.8332182,3.904890288
590,3.892364359,55.49092075,7.592693885
591,2.735954799,256.9525481,26.81625483
592,2.728428695,4.200692503,3.826072306
593,2.978138943,174.42119,2.790968278
594,17.80150079,32.8212097,11.5159785
595,2.682812326,9.736400674,6.712402687
596,1.961938742,10.37273241,10.11952877
597,3.21564779,4.424459775,6.00896434
598,2.950322366,133.9499164,22.62281489
599,2.957664858,75.44338439,4.160688958
600,2.382832536,111.4513002,11.24708999
601,3.660336613,6.891243231,6.643466511
602,4.875190938,7.406714181,4.506140947
603,3.288253018,20.11183941,13.68821066
604,2.162570558,130.2357556,11.28082594
605,18.74141315,6.26816784,5.047508323
606,3.942962791,20.28324989,9.536976462
607,3.987810743,66.13584756,2.126404859
608,2.976793211,13.32366217,6.856469923
609,2.688607376,73.28105475,6.318985784
610,7.223211148,92.78754297,2.185464699
611,6.398011723,35.07371017,12.272889
612,5.083978837,388.9761511,13.14361597
613,2.734548403,35.20459503,7.473994529
614,5.438998562,15.82576692,4.564326934
615,3.648955572,9.242224328,5.38679233
616,3.33171269,19.38726385,15.24355346
617,6.143487296,84.47105254,12.02932782
618,2.774227629,23.35269394,3.890442503
619,4.320721861,48.8030444,16.96223879
620,3.061622275,14.42770137,7.653235499
621,3.490915916,10.22894019,11.25702866
622,4.452093759,120.317487,3.40556151
623,6.18143544,17.38511413,2.875900298
624,4.210898771,58.53636813,800
625,1.926260846,2.504590048,3.337684965
626,3.349204832,4.008729974,11.20671325
627,4.928310729,19.30394123,1.5
628,3.011981683,36.48112797,1.874309524
629,7.190847166,9.825026986,34.03025217
630,2.906305341,6.66216913,6.331171312
631,2.22622449,6.06660209,7.401135902
632,2.665097183,10.14941903,3.901014952
633,2.738919258,11.60776641,4.67526183
634,5.216358961,121.3707244,6.424275083
635,3.48218472,11.79507934,9.245411274
636,3.107688109,59.69528705,7.165483073
637,2.510317513,4.481568159,3.079326744
638,1.669718073,86.7330997,2.133331114
639,2.464433004,14.38174733,34.61778467
640,5.582749656,20.33866899,9.654030904
641,4.608773087,4.222656901,3.6662316
642,3.673647288,111.2021001,2.349428638
643,2.697006182,5.980542567,4.420326873
644,2.96421489,10.5960237,5.375169877
645,5.329683197,187.9348566,14.01278931
646,7.251389885,13.57550733,20.74402829
647,5.886864694,7.855533746,15.34549652
648,3.510055692,25.43823502,4.551454291
649,8.704649965,31.30420043,1.730549652
650,2.035235574,9.571153413,5.146302007
651,5.938709987,146.0138169,8.554268491
652,3.22781088,24.34687425,5.930829819
653,5.669292032,72.36905214,5.51408224
654,3.046585095,3.918556075,9.26276598
655,3.365003828,34.92851679,7.784828249
656,2.484121406,9.658198753,15.03716221
657,1.750033391,21.86186137,9.31739709
658,2.768327583,24.09068289,3.812444767
659,7.488276244,76.7262589,8.409974163
660,2.268600642,146.7799342,255.8512848
661,3.036681122,10.78939512,8.69519889
662,3.550325509,104.2629848,3.166744081
663,3.023553698,2.838922148,2.210860356
664,2.452473355,5.045830504,6.30347831
665,2.397111487,16.45790717,9.731117213
666,6.589181239,5.405360669,6.003301383
667,4.931373683,6.699386355,5.386396321
668,2.503015789,8.763892255,4.790742252
669,1.599752955,105.2251294,20.7656127
670,6.549134987,43.11843327,3.518419735
671,3.128014746,33.25932449,4.376399242
672,9.673932946,27.27354165,6.207481985
673,2.595032997,3.220149534,5.058827104
674,3.004185345,24.25324754,6.190479678
675,3.129175595,58.89347042,7.213929501
676,2.372006703,8.402237368,9.427009355
677,4.198575069,176.6681072,8.638435458
678,3.239346693,14.77881653,17.76342153
679,2.53795696,88.0157704,10.88174198
680,7.304746547,32.27859587,5.825379972
681,2.832111704,3.261757581,10.47233126
682,3.419334593,5.644646318,13.89092505
683,3.782862925,10.66306827,2.66363638
684,2.694029534,26.69986077,13.85233034
685,2.419843322,9.253130983,16.36913589
686,2.614744859,8.862528899,3.729210328
687,3.065715325,4.141937329,19.87578535
688,2.503402747,94.54038694,6.324565964
689,8.356404197,3.268660961,5.756686634
690,17.0606896,21.04648877,3.870994582
691,2.610288216,83.37809524,4.554496559
692,2.755483779,5.775277631,10.2269813
693,3.694482796,4.571533584,1.413863648
694,5.94692316,39.27538996,6.091943658
695,3.478636011,35.09409665,5.306220655
696,2.47142174,25.99651467,2.577632953
697,1.75779952,106.4103884,0
698,4.552113318,5.880289981,4.529043546
699,2.775601667,44.76567137,14.59369278
700,3.30596282,273.0941812,11.60044984
